,municipality,total_sunshine_h,mean_sunshine_h,windspeed_mean_kmh,total_precipitation_mm,mean_precipitation_mm,windy_days,rainy_days,sunny_days,warm_days,quarter_num,quarter_ord,avg_income,people/km2,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,5 - 9,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 ou mais,Menos de 5,cinema,college,courthouse,fire_station,hospital,kindergarten,library,mall,museum,pharmacy,police,post_office,school,station,theatre,university,log_price_sqm
4637,Mesão Frio,674.4517555555556,7.411557753357753,6.41978021978022,220.2,2.41978021978022,0,42,48,0,1,2,855.9,133.4,145.0,183.0,191.0,172.0,125.0,193.0,231.0,262.0,113.0,259.0,305.0,306.0,264.0,237.0,166.0,159.0,147.0,96.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,7.0,4.0,0.0,0.0,6.620707264732222
4639,Murça,657.5580416666667,7.225912545787546,7.837362637362638,170.6,1.8747252747252747,0,39,42,0,1,2,938.0,27.9,171.0,236.0,222.0,216.0,181.0,259.0,285.0,304.0,162.0,359.0,429.0,483.0,472.0,440.0,362.0,272.0,299.0,127.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,15.0,1.0,3.0,0.0,6.620707264732222
4641,Sabrosa,652.760775,7.173195329670329,8.453846153846154,255.2,2.804395604395604,0,43,46,0,1,2,984.9,35.5,224.0,258.0,246.0,229.0,247.0,256.0,341.0,382.0,163.0,349.0,427.0,484.0,460.0,433.0,371.0,271.0,261.0,161.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,3.0,2.0,2.0,21.0,3.0,1.0,0.0,5.8888779583328805
4642,Santa Marta de Penaguião,657.7316388888889,7.227820207570208,7.256043956043955,221.4,2.432967032967033,0,39,46,0,1,2,871.6,88.2,205.0,288.0,300.0,237.0,227.0,261.0,416.0,406.0,178.0,450.0,473.0,576.0,552.0,455.0,345.0,287.0,278.0,176.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,22.0,0.0,1.0,0.0,6.620707264732222
4645,Tabuaço,678.1157194444445,7.451821092796093,7.986813186813186,160.1,1.7593406593406593,0,38,49,0,1,2,973.4,37.5,174.0,233.0,240.0,222.0,197.0,248.0,269.0,312.0,150.0,348.0,425.0,498.0,427.0,348.0,249.0,250.0,295.0,138.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,6.620707264732222
4646,Tarouca,674.5600583333334,7.412747893772894,10.124175824175824,181.0,1.989010989010989,0,44,46,0,1,2,855.2,73.4,357.0,385.0,416.0,303.0,331.0,403.0,486.0,544.0,284.0,590.0,606.0,571.0,488.0,447.0,366.0,242.0,250.0,281.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,5.0,1.0,2.0,9.0,0.0,0.0,0.0,6.317164686747284
4647,Torre de Moncorvo,661.6876444444445,7.271292796092796,6.391208791208792,115.5,1.2692307692307692,0,38,47,0,1,2,891.7,12.9,198.0,211.0,248.0,248.0,259.0,306.0,348.0,353.0,164.0,419.0,521.0,613.0,650.0,608.0,543.0,462.0,489.0,193.0,2.0,0.0,2.0,4.0,0.0,13.0,2.0,0.0,9.0,8.0,6.0,4.0,14.0,3.0,4.0,1.0,5.973809611869261
4648,Vila Nova de Foz Côa,665.9778805555555,7.318438247863248,7.083516483516484,117.5,1.2912087912087913,0,41,47,0,1,2,935.4,15.9,212.0,219.0,268.0,230.0,253.0,290.0,349.0,402.0,180.0,436.0,461.0,585.0,563.0,517.0,478.0,349.0,378.0,170.0,3.0,0.0,3.0,3.0,0.0,5.0,3.0,0.0,9.0,7.0,4.0,9.0,9.0,6.0,4.0,1.0,5.916202062607435
4649,Vila Real,744.3759944444445,8.179955982905984,8.81868131868132,255.0,2.802197802197802,1,28,67,0,1,2,1115.4,131.3,2289.0,2582.0,2593.0,2330.0,2389.0,3026.0,3749.0,3919.0,2029.0,3955.0,3927.0,3579.0,3197.0,2701.0,2266.0,1645.0,1725.0,1852.0,4.0,6.0,21.0,33.0,17.0,91.0,25.0,11.0,66.0,103.0,47.0,51.0,302.0,35.0,19.0,4.0,6.805722553416985
4650,Alfândega da Fé,648.3140166666667,7.124329853479854,7.870329670329671,138.9,1.5263736263736265,0,40,44,0,1,2,889.9,13.5,119.0,172.0,172.0,183.0,187.0,187.0,227.0,211.0,117.0,265.0,371.0,383.0,401.0,324.0,326.0,284.0,295.0,122.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,5.648974238161206
4651,Bragança,638.804225,7.019826648351648,10.952747252747251,158.4,1.7406593406593407,0,43,44,0,1,2,1046.9,29.6,1395.0,1551.0,2158.0,1711.0,1638.0,1933.0,2413.0,2466.0,1185.0,2307.0,2544.0,2494.0,2582.0,2159.0,1803.0,1556.0,1579.0,1286.0,4.0,0.0,8.0,18.0,11.0,42.0,14.0,1.0,53.0,64.0,36.0,27.0,155.0,21.0,12.0,7.0,6.553933404025811
4654,Mirandela,668.1376888888889,7.342172405372406,6.025274725274725,148.1,1.6274725274725277,0,36,46,0,1,2,1001.4,32.6,821.0,931.0,1035.0,899.0,925.0,1042.0,1362.0,1432.0,748.0,1490.0,1546.0,1765.0,1765.0,1505.0,1341.0,1115.0,1098.0,677.0,0.0,0.0,2.0,3.0,3.0,12.0,2.0,0.0,4.0,12.0,5.0,4.0,24.0,2.0,0.0,1.0,6.55250788703459
4655,Mogadouro,645.0731194444445,7.088715598290599,10.795604395604396,115.1,1.2648351648351648,0,37,41,0,1,2,921.0,11.1,262.0,288.0,308.0,307.0,346.0,413.0,411.0,500.0,226.0,569.0,691.0,735.0,718.0,638.0,608.0,619.0,554.0,218.0,1.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,2.0,6.0,4.0,4.0,16.0,1.0,1.0,0.0,6.124683390894205
4656,Vila Flor,650.4179416666667,7.147449908424909,7.115384615384615,139.6,1.534065934065934,0,39,44,0,1,2,969.8,23.0,196.0,255.0,264.0,230.0,193.0,293.0,405.0,373.0,178.0,414.0,456.0,509.0,537.0,485.0,455.0,332.0,341.0,185.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,10.0,0.0,1.0,0.0,5.998936561946683
4657,Vinhais,639.5232722222222,7.027728266178266,10.04945054945055,228.4,2.50989010989011,0,44,51,0,1,2,853.9,11.2,197.0,212.0,255.0,188.0,246.0,335.0,398.0,400.0,167.0,479.0,599.0,726.0,737.0,729.0,679.0,637.0,623.0,149.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,4.0,2.0,2.0,2.0,11.0,0.0,1.0,0.0,6.0014148779611505
4659,Albergaria-a-Velha,654.7555777777777,7.1951162393162384,11.147252747252749,394.4,4.334065934065934,0,50,55,0,1,2,1139.9,157.4,1240.0,1267.0,1377.0,1284.0,1273.0,1586.0,1905.0,1912.0,1037.0,1912.0,1803.0,1722.0,1576.0,1382.0,1118.0,827.0,751.0,1025.0,1.0,0.0,2.0,4.0,1.0,32.0,3.0,3.0,6.0,22.0,6.0,15.0,75.0,15.0,6.0,2.0,6.654152520183219
4661,Aveiro,694.7623111111111,7.634750671550671,12.8,234.2,2.5736263736263734,0,46,60,0,1,2,1286.1,411.6,3822.0,3979.0,4522.0,4752.0,4843.0,5625.0,6421.0,6352.0,3477.0,5824.0,5710.0,5609.0,4688.0,4202.0,3167.0,2314.0,2497.0,3517.0,1.0,1.0,5.0,8.0,3.0,38.0,4.0,10.0,14.0,41.0,12.0,22.0,120.0,14.0,7.0,8.0,7.074963197966044
4662,Estarreja,680.0255916666666,7.472808699633699,11.112087912087912,311.8,3.426373626373626,0,47,55,0,1,2,1297.0,243.9,1233.0,1319.0,1383.0,1374.0,1390.0,1636.0,1719.0,1861.0,1085.0,2006.0,2036.0,1831.0,1600.0,1574.0,1238.0,1032.0,966.0,1098.0,0.0,0.0,1.0,2.0,1.0,5.0,2.0,0.0,5.0,5.0,3.0,4.0,27.0,5.0,1.0,0.0,6.541029999189903
4663,Ílhavo,690.4578166666666,7.5874485347985345,11.928571428571429,234.2,2.5736263736263734,0,47,57,0,1,2,1179.0,536.5,1962.0,1984.0,2066.0,2016.0,2149.0,2652.0,2927.0,3082.0,1711.0,3077.0,2963.0,2691.0,2412.0,2150.0,1594.0,1229.0,999.0,1755.0,1.0,1.0,4.0,4.0,2.0,21.0,4.0,6.0,13.0,27.0,9.0,10.0,75.0,4.0,6.0,8.0,6.966967138613983
4664,Murtosa,696.5277916666666,7.654151556776556,13.665934065934064,252.6,2.775824175824176,2,44,58,0,1,2,941.1,143.8,528.0,557.0,507.0,563.0,531.0,689.0,745.0,765.0,464.0,729.0,736.0,669.0,666.0,612.0,517.0,392.0,388.0,450.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,11.0,0.0,0.0,0.0,6.675823221634848
4665,Oliveira do Bairro,667.1151138888889,7.330935317460318,10.795604395604396,245.1,2.693406593406593,0,47,56,0,1,2,1094.6,266.8,1206.0,1177.0,1253.0,1199.0,1160.0,1507.0,1853.0,1912.0,1062.0,1640.0,1488.0,1334.0,1380.0,1244.0,1045.0,867.0,908.0,1064.0,0.0,0.0,0.0,1.0,2.0,9.0,2.0,0.0,4.0,5.0,3.0,3.0,39.0,3.0,0.0,0.0,6.565264970035361
4666,Ovar,580.8867527777778,6.38337090964591,10.48131868131868,108.0,1.1868131868131868,0,34,36,0,1,2,1114.5,373.7,2541.0,2858.0,3160.0,2908.0,2931.0,3420.0,4121.0,4493.0,2230.0,4423.0,4227.0,3919.0,3496.0,2927.0,2100.0,1713.0,1453.0,2272.0,3.0,0.0,4.0,4.0,4.0,32.0,6.0,5.0,11.0,30.0,9.0,23.0,92.0,15.0,12.0,0.0,6.873163834212518
4667,Sever do Vouga,659.4090805555555,7.246253632478632,11.006593406593408,471.9,5.185714285714285,0,49,54,0,1,2,1123.9,85.4,420.0,549.0,566.0,482.0,446.0,571.0,755.0,816.0,388.0,797.0,836.0,864.0,850.0,717.0,637.0,526.0,525.0,343.0,0.0,1.0,1.0,1.0,0.0,9.0,1.0,0.0,1.0,6.0,1.0,4.0,21.0,1.0,4.0,0.0,6.20050917404269
4668,Vagos,688.8475694444444,7.56975351037851,11.351648351648352,238.6,2.621978021978022,0,52,56,0,1,2,1046.8,139.7,1110.0,1151.0,1167.0,1198.0,1301.0,1461.0,1616.0,1694.0,994.0,1620.0,1631.0,1532.0,1408.0,1331.0,1091.0,883.0,800.0,1046.0,0.0,0.0,1.0,3.0,1.0,12.0,0.0,1.0,0.0,5.0,2.0,4.0,33.0,0.0,0.0,0.0,6.759255270663693
4670,Cantanhede,692.3080777777778,7.607781074481075,11.865934065934065,220.8,2.426373626373626,0,45,56,0,1,2,1109.5,88.1,1450.0,1527.0,1649.0,1429.0,1522.0,1940.0,2377.0,2428.0,1271.0,2328.0,2363.0,2509.0,2500.0,2397.0,2113.0,1749.0,1607.0,1270.0,0.0,0.0,1.0,3.0,3.0,25.0,2.0,1.0,5.0,18.0,7.0,7.0,67.0,0.0,1.0,0.0,6.516193076042964
4671,Coimbra,681.6206833333333,7.490337179487179,11.861538461538462,214.1,2.352747252747253,2,45,58,0,1,2,1214.2,443.2,5942.0,6510.0,7505.0,7799.0,7387.0,8951.0,10241.0,10324.0,5567.0,10033.0,10518.0,9900.0,9442.0,8831.0,6550.0,5206.0,5365.0,5493.0,3.0,4.0,13.0,5.0,13.0,58.0,13.0,16.0,22.0,50.0,12.0,30.0,133.0,17.0,10.0,18.0,7.157735484249907
4672,Condeixa-a-Nova,679.6964694444445,7.469191971916972,10.817582417582416,209.5,2.302197802197802,0,47,57,0,1,2,1016.5,121.3,896.0,836.0,842.0,658.0,819.0,1069.0,1425.0,1456.0,758.0,1333.0,1201.0,1003.0,949.0,884.0,729.0,626.0,633.0,699.0,0.0,0.0,1.0,1.0,3.0,10.0,1.0,0.0,4.0,7.0,1.0,6.0,24.0,2.0,1.0,1.0,6.731018100482083
4675,Lousã,666.6473583333334,7.325795146520147,9.787912087912089,245.1,2.693406593406593,0,45,56,0,1,2,1017.2,123.3,904.0,914.0,882.0,774.0,809.0,1016.0,1406.0,1476.0,727.0,1309.0,1226.0,1098.0,996.0,935.0,771.0,613.0,515.0,687.0,0.0,0.0,1.0,2.0,1.0,6.0,1.0,1.0,4.0,6.0,1.0,2.0,9.0,0.0,2.0,0.0,6.447305862541213
4677,Mira,694.6244833333334,7.633236080586081,12.121978021978022,171.1,1.88021978021978,2,33,60,0,1,2,965.8,98.3,529.0,504.0,566.0,508.0,565.0,665.0,810.0,874.0,465.0,786.0,873.0,860.0,885.0,910.0,820.0,573.0,545.0,448.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,2.0,2.0,15.0,0.0,0.0,0.0,6.747586526829315
4680,Mortágua,662.5116444444444,7.28034774114774,11.18021978021978,256.6,2.81978021978022,2,43,56,0,1,2,1072.7,35.9,318.0,327.0,393.0,375.0,365.0,511.0,581.0,526.0,272.0,573.0,628.0,730.0,791.0,717.0,693.0,494.0,452.0,283.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,3.0,0.0,0.0,6.148468295917647
4684,Penela,681.4620722222222,7.4885942002442,11.378021978021978,240.9,2.647252747252747,0,46,57,0,1,2,977.7,40.6,238.0,224.0,239.0,223.0,233.0,270.0,355.0,384.0,186.0,394.0,382.0,441.0,377.0,355.0,320.0,342.0,338.0,171.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,6.0,0.0,1.0,2.0,13.0,0.0,0.0,0.0,6.255750041753367
4686,Tábua,659.0006361111111,7.241765231990232,10.62967032967033,228.0,2.505494505494505,1,41,53,0,1,2,922.5,56.4,475.0,547.0,507.0,492.0,522.0,570.0,744.0,777.0,426.0,776.0,825.0,846.0,762.0,754.0,691.0,536.0,614.0,402.0,0.0,0.0,3.0,3.0,1.0,12.0,4.0,1.0,2.0,5.0,3.0,5.0,16.0,5.0,0.0,0.0,6.267200548541362
4687,Vila Nova de Poiares,664.0933222222222,7.297728815628816,9.67142857142857,229.0,2.5164835164835164,0,44,54,0,1,2,973.2,81.5,318.0,316.0,382.0,309.0,315.0,403.0,496.0,540.0,249.0,534.0,524.0,488.0,455.0,396.0,351.0,290.0,295.0,218.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,6.278521424165844
4688,Alvaiázere,639.4218388888888,7.0266136141636135,12.28021978021978,233.0,2.56043956043956,0,45,52,0,1,2,950.8,39.2,234.0,235.0,266.0,209.0,259.0,229.0,342.0,394.0,199.0,398.0,527.0,507.0,516.0,514.0,432.0,399.0,476.0,151.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,3.0,9.0,0.0,0.0,0.0,5.955837369464831
4689,Ansião,665.5719111111111,7.313977045177046,12.271428571428572,222.2,2.441758241758241,0,50,51,0,1,2,969.0,66.7,488.0,547.0,562.0,447.0,509.0,538.0,701.0,818.0,375.0,867.0,867.0,896.0,837.0,832.0,765.0,655.0,694.0,350.0,1.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,3.0,3.0,1.0,3.0,17.0,0.0,0.0,0.0,6.1779441140506
4690,Batalha,720.49055,7.917478571428571,12.073626373626372,190.7,2.0956043956043957,0,44,57,0,1,2,1125.6,150.9,813.0,784.0,843.0,771.0,769.0,1039.0,1137.0,1184.0,741.0,1097.0,1103.0,1065.0,1002.0,849.0,675.0,560.0,456.0,716.0,2.0,1.0,1.0,5.0,2.0,10.0,4.0,2.0,9.0,8.0,3.0,5.0,32.0,1.0,2.0,0.0,6.635946555686647
4692,Figueiró dos Vinhos,631.7498694444445,6.942306257631258,12.093406593406591,281.5,3.093406593406593,0,46,54,0,1,2,913.0,30.6,206.0,205.0,207.0,181.0,208.0,222.0,306.0,344.0,139.0,357.0,422.0,500.0,468.0,433.0,366.0,293.0,293.0,158.0,0.0,0.0,1.0,2.0,2.0,7.0,1.0,0.0,2.0,7.0,2.0,2.0,9.0,1.0,1.0,0.0,5.814130531825066
4694,Marinha Grande,723.2615138888889,7.947928724053724,11.836263736263737,171.6,1.8857142857142857,0,43,58,0,1,2,1329.9,209.4,1919.0,2075.0,2041.0,2003.0,1985.0,2413.0,3100.0,3166.0,1615.0,2854.0,2767.0,2591.0,2435.0,2389.0,1694.0,1290.0,1192.0,1687.0,2.0,0.0,1.0,2.0,0.0,21.0,2.0,3.0,5.0,12.0,5.0,2.0,43.0,3.0,3.0,2.0,6.621405651764134
4695,Pedrógão Grande,646.6284694444445,7.105807356532357,11.221978021978025,290.6,3.1934065934065936,0,42,53,0,1,2,944.5,26.7,109.0,158.0,148.0,119.0,128.0,163.0,154.0,223.0,97.0,242.0,275.0,331.0,312.0,237.0,231.0,224.0,215.0,78.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,7.0,1.0,1.0,0.0,5.918893854273146
4696,Pombal,675.7806055555556,7.426160500610501,12.118681318681318,205.8,2.261538461538461,0,47,52,0,1,2,1062.0,82.3,2321.0,2470.0,2619.0,2212.0,2358.0,2830.0,3499.0,3552.0,1959.0,3522.0,3699.0,3754.0,3641.0,3364.0,2995.0,2479.0,2363.0,1861.0,1.0,0.0,1.0,7.0,1.0,33.0,1.0,4.0,6.0,21.0,6.0,6.0,91.0,11.0,1.0,0.0,6.602587892189336
4699,Carregal do Sal,671.0064166666666,7.373696886446885,11.207692307692309,325.4,3.575824175824176,2,46,57,0,1,2,994.7,77.8,404.0,451.0,415.0,378.0,369.0,503.0,579.0,550.0,328.0,609.0,665.0,670.0,707.0,709.0,559.0,458.0,424.0,321.0,0.0,0.0,1.0,4.0,0.0,8.0,1.0,1.0,3.0,5.0,1.0,1.0,10.0,5.0,1.0,0.0,6.054439346269371
4700,Castro Daire,655.2045416666666,7.200049908424908,9.923076923076923,371.3,4.08021978021978,0,49,52,0,1,2,885.0,36.4,548.0,675.0,640.0,570.0,526.0,647.0,866.0,915.0,429.0,960.0,1129.0,1101.0,1062.0,1056.0,850.0,704.0,738.0,380.0,0.0,0.0,1.0,4.0,0.0,7.0,0.0,1.0,4.0,8.0,2.0,1.0,28.0,1.0,1.0,0.0,6.150602768446279
4701,Mangualde,653.0834416666667,7.1767411172161175,12.66923076923077,229.4,2.520879120879121,2,42,51,0,1,2,1158.5,84.0,781.0,931.0,894.0,809.0,810.0,1077.0,1216.0,1213.0,705.0,1221.0,1333.0,1419.0,1347.0,1278.0,1026.0,878.0,859.0,629.0,0.0,0.0,1.0,2.0,0.0,9.0,1.0,3.0,0.0,2.0,3.0,1.0,21.0,5.0,1.0,0.0,6.306275286948016
4702,Nelas,669.2664583333333,7.354576465201465,12.585714285714284,278.1,3.0560439560439563,2,44,54,0,1,2,1127.9,105.2,599.0,678.0,589.0,518.0,569.0,744.0,953.0,861.0,515.0,822.0,866.0,1033.0,1006.0,906.0,746.0,673.0,670.0,475.0,0.0,0.0,1.0,2.0,0.0,15.0,1.0,0.0,2.0,2.0,4.0,3.0,17.0,5.0,1.0,0.0,6.222576268071369
4703,Oliveira de Frades,633.4264138888889,6.960729822954823,7.828571428571428,281.2,3.09010989010989,0,50,49,0,1,2,1125.8,65.8,418.0,511.0,502.0,451.0,535.0,597.0,666.0,688.0,410.0,675.0,721.0,633.0,601.0,534.0,485.0,375.0,381.0,384.0,0.0,0.0,1.0,3.0,1.0,14.0,2.0,0.0,4.0,8.0,2.0,3.0,19.0,1.0,1.0,0.0,6.489204931325317
4704,Penalva do Castelo,657.596825,7.226338736263735,13.251648351648353,254.8,2.8000000000000003,1,45,52,0,1,2,936.7,54.8,295.0,344.0,334.0,239.0,269.0,362.0,483.0,477.0,264.0,442.0,508.0,553.0,613.0,557.0,531.0,408.0,480.0,209.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,5.62040086571715
4705,Santa Comba Dão,662.5116444444444,7.28034774114774,11.18021978021978,256.6,2.81978021978022,2,43,56,0,1,2,956.5,95.9,453.0,494.0,471.0,425.0,437.0,552.0,724.0,730.0,384.0,671.0,734.0,809.0,844.0,844.0,678.0,539.0,595.0,353.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,5.0,3.0,0.0,0.0,6.161207321695077
4706,São Pedro do Sul,992.5329638888888,10.906955647130646,11.581318681318685,189.3,2.0802197802197804,0,40,82,13,1,2,877.6,43.6,563.0,770.0,762.0,628.0,568.0,731.0,924.0,1011.0,504.0,967.0,1167.0,1200.0,1212.0,1193.0,930.0,751.0,850.0,467.0,1.0,0.0,4.0,7.0,1.0,12.0,6.0,1.0,4.0,16.0,3.0,5.0,38.0,4.0,2.0,1.0,6.4692503167957724
4707,Sátão,642.6754722222222,7.062367826617827,12.538461538461538,297.2,3.265934065934066,2,51,49,0,1,2,853.7,54.8,473.0,508.0,613.0,433.0,474.0,583.0,705.0,721.0,393.0,748.0,809.0,877.0,833.0,726.0,681.0,528.0,595.0,366.0,0.0,0.0,1.0,2.0,1.0,8.0,1.0,0.0,2.0,3.0,4.0,2.0,12.0,0.0,2.0,0.0,6.0844994130751715
4708,Tondela,665.7002166666666,7.315386996336996,11.287912087912089,308.6,3.391208791208792,1,44,56,0,1,2,1160.5,70.3,980.0,1173.0,1299.0,1140.0,1151.0,1302.0,1616.0,1760.0,869.0,1735.0,1993.0,1970.0,1922.0,1968.0,1687.0,1422.0,1290.0,813.0,0.0,0.0,1.0,4.0,2.0,24.0,1.0,4.0,6.0,10.0,4.0,5.0,29.0,1.0,3.0,0.0,6.280395838960195
4709,Vila Nova de Paiva,657.6355972222223,7.226764804639805,13.131868131868131,345.5,3.796703296703297,2,46,49,0,1,2,884.4,26.8,190.0,224.0,225.0,207.0,198.0,218.0,275.0,293.0,148.0,312.0,356.0,379.0,368.0,335.0,303.0,234.0,295.0,139.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,9.0,0.0,4.0,0.0,6.620707264732222
4710,Viseu,653.9504055555556,7.186268192918193,10.982417582417582,262.4,2.8835164835164835,1,47,52,0,1,2,1065.3,197.2,4843.0,5267.0,5352.0,4913.0,5100.0,6502.0,7924.0,7740.0,4381.0,6986.0,6759.0,6670.0,6282.0,5585.0,4697.0,3429.0,3339.0,4229.0,2.0,2.0,3.0,8.0,6.0,55.0,6.0,12.0,12.0,32.0,6.0,8.0,114.0,7.0,5.0,10.0,6.835184586147301
4711,Vouzela,649.5206666666667,7.137589743589744,8.905494505494506,396.6,4.358241758241759,0,49,55,0,1,2,933.0,49.8,363.0,444.0,490.0,403.0,464.0,486.0,622.0,661.0,316.0,687.0,702.0,669.0,712.0,662.0,649.0,518.0,480.0,310.0,0.0,0.0,1.0,3.0,3.0,12.0,3.0,0.0,3.0,6.0,3.0,4.0,14.0,2.0,3.0,0.0,6.274762021241939
4714,Oleiros,656.3730333333333,7.212890476190476,15.305494505494504,301.9,3.3175824175824173,3,56,42,0,1,2,992.0,10.4,106.0,121.0,176.0,131.0,153.0,203.0,224.0,236.0,87.0,295.0,393.0,438.0,491.0,459.0,441.0,406.0,446.0,86.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,6.0,0.0,2.0,0.0,5.777652323222656
4715,Penamacor,674.2307027777778,7.409128601953602,11.184615384615384,184.0,2.021978021978022,1,36,56,0,1,2,949.5,8.5,115.0,139.0,167.0,158.0,141.0,174.0,221.0,231.0,95.0,336.0,373.0,410.0,384.0,400.0,410.0,404.0,532.0,97.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,5.4116460518550396
4716,Proença-a-Nova,648.1809833333333,7.122867948717948,12.602197802197802,244.6,2.687912087912088,1,41,54,0,1,2,990.6,18.1,229.0,261.0,297.0,236.0,253.0,315.0,367.0,402.0,194.0,469.0,588.0,635.0,616.0,630.0,515.0,448.0,537.0,179.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,3.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,6.023447592961033
4717,Vila Velha de Ródão,660.9085333333334,7.262731135531136,9.368131868131869,166.8,1.832967032967033,0,34,51,0,1,2,1366.8,10.1,96.0,72.0,101.0,100.0,126.0,137.0,150.0,169.0,91.0,180.0,214.0,246.0,282.0,346.0,271.0,265.0,366.0,104.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,4.0,8.0,0.0,0.0,5.66988092298052
4718,Sertã,652.8827555555556,7.174535775335776,11.479120879120876,250.9,2.757142857142857,0,41,54,0,1,2,934.0,33.2,613.0,710.0,706.0,591.0,607.0,740.0,872.0,956.0,513.0,1107.0,1181.0,1139.0,1107.0,1005.0,881.0,782.0,829.0,500.0,1.0,0.0,3.0,5.0,1.0,6.0,5.0,0.0,5.0,8.0,6.0,4.0,25.0,4.0,4.0,0.0,6.395261598115449
4720,Almeida,651.9250888888889,7.164011965811966,11.44065934065934,122.3,1.3439560439560438,0,45,45,0,1,2,905.0,11.3,126.0,164.0,232.0,176.0,187.0,240.0,248.0,263.0,144.0,411.0,447.0,547.0,514.0,535.0,496.0,486.0,553.0,110.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,5.0,2.0,10.0,3.0,8.0,6.0,1.0,0.0,5.749392985908253
4721,Belmonte,646.7087638888888,7.106689713064712,11.802197802197805,129.9,1.4274725274725275,1,35,50,0,1,2,909.2,52.0,250.0,214.0,283.0,242.0,268.0,321.0,400.0,427.0,198.0,371.0,486.0,558.0,487.0,347.0,368.0,320.0,423.0,217.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0,1.0,2.0,0.0,6.0,3.0,0.0,0.0,5.983936280687191
4723,Covilhã,661.4691,7.268891208791209,8.743956043956045,304.6,3.347252747252748,0,46,53,0,1,2,1027.8,84.1,1878.0,2118.0,2295.0,1993.0,2127.0,2532.0,3096.0,3293.0,1599.0,3305.0,3512.0,3688.0,3638.0,3261.0,2557.0,2063.0,2234.0,1521.0,1.0,1.0,3.0,4.0,3.0,26.0,4.0,8.0,17.0,26.0,15.0,13.0,64.0,20.0,6.0,2.0,6.56244409369372
4724,Figueira de Castelo Rodrigo,654.1288444444444,7.18822905982906,9.82967032967033,127.6,1.402197802197802,0,43,45,0,1,2,874.5,10.2,170.0,220.0,187.0,184.0,194.0,249.0,277.0,288.0,194.0,308.0,367.0,456.0,419.0,378.0,377.0,368.0,412.0,144.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,1.0,7.0,7.0,5.0,5.0,18.0,1.0,1.0,1.0,4.867534450455582
4725,Fornos de Algodres,663.6098861111111,7.292416330891331,12.03956043956044,215.1,2.363736263736264,1,44,49,0,1,2,838.7,33.9,152.0,175.0,183.0,156.0,181.0,204.0,222.0,272.0,129.0,299.0,341.0,377.0,350.0,295.0,326.0,318.0,341.0,141.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,3.0,1.0,3.0,6.0,2.0,0.0,0.0,6.620707264732222
