,municipality,total_sunshine_h,mean_sunshine_h,windspeed_mean_kmh,total_precipitation_mm,mean_precipitation_mm,windy_days,rainy_days,sunny_days,warm_days,quarter_num,quarter_ord,avg_income,people/km2,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,5 - 9,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 ou mais,Menos de 5,cinema,college,courthouse,fire_station,hospital,kindergarten,library,mall,museum,pharmacy,police,post_office,school,station,theatre,university,log_price_sqm
4560,Vila da Praia da Vitória,911.85835,10.020421428571428,16.214285714285715,381.1,4.187912087912088,2,77,69,2,2,3,1078.1,121.1,953.0,1026.0,1102.0,1071.0,1243.0,1507.0,1518.0,1403.0,890.0,1368.0,1577.0,1457.0,1201.0,880.0,641.0,474.0,319.0,892.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,4.0,3.0,7.0,2.0,20.0,0.0,4.0,0.0,6.551080335043404
4561,Vila do Porto,1010.9188805555556,11.108998687423687,25.45054945054945,232.4,2.553846153846154,28,65,80,13,2,3,1779.3,56.0,310.0,316.0,340.0,303.0,313.0,384.0,438.0,402.0,237.0,413.0,382.0,399.0,311.0,228.0,154.0,120.0,114.0,261.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,10.0,1.0,0.0,0.0,6.606650186198215
4562,Vila Franca do Campo,962.8769444444443,10.581065323565324,16.75824175824176,405.2,4.452747252747253,6,73,75,5,2,3,879.2,133.1,608.0,616.0,714.0,715.0,659.0,724.0,825.0,835.0,546.0,760.0,751.0,660.0,501.0,387.0,283.0,186.0,166.0,442.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,2.0,1.0,3.0,5.0,4.0,1.0,0.0,6.717804695023691
4565,Câmara de Lobos,1014.9063694444444,11.152817246642249,8.35934065934066,329.0,3.615384615384616,0,63,80,36,2,3,1015.9,619.3,1889.0,2194.0,2196.0,1959.0,1897.0,2181.0,2458.0,2687.0,1479.0,2514.0,2521.0,1913.0,1571.0,1223.0,869.0,630.0,496.0,1633.0,0.0,1.0,0.0,2.0,1.0,4.0,3.0,1.0,2.0,14.0,1.0,7.0,36.0,4.0,1.0,0.0,7.003065458786462
4566,Funchal,1014.9063694444444,11.152817246642249,8.35934065934066,329.0,3.615384615384616,0,63,80,36,2,3,1238.7,1394.7,5008.0,5596.0,5482.0,5170.0,5315.0,6734.0,7877.0,8512.0,4143.0,8585.0,9200.0,8005.0,6791.0,5699.0,4313.0,3074.0,2851.0,3947.0,1.0,1.0,4.0,7.0,5.0,16.0,8.0,28.0,28.0,45.0,12.0,16.0,73.0,7.0,7.0,4.0,7.385851078125209
4568,Ponta do Sol,1027.0989472222225,11.28680161782662,12.262637362637363,309.90000000000003,3.405494505494506,0,70,81,26,2,3,873.5,181.4,435.0,540.0,502.0,399.0,396.0,456.0,618.0,677.0,351.0,695.0,686.0,538.0,486.0,424.0,420.0,277.0,208.0,285.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,10.0,0.0,0.0,0.0,6.849066282633458
4569,Porto Moniz,1053.4762944444444,11.576662576312575,18.6,261.7,2.875824175824176,5,69,84,20,2,3,880.7,29.9,95.0,115.0,129.0,101.0,111.0,128.0,163.0,160.0,77.0,191.0,212.0,193.0,200.0,179.0,139.0,115.0,105.0,63.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0,6.65000016403239
4572,Santa Cruz,1072.835575,11.789401923076923,7.984615384615385,72.8,0.7999999999999999,0,51,87,41,2,3,1066.1,521.1,2495.0,2485.0,2187.0,2119.0,2410.0,3207.0,4110.0,3934.0,2078.0,3542.0,3188.0,2489.0,2023.0,1482.0,1079.0,829.0,709.0,2002.0,0.0,0.0,1.0,4.0,1.0,6.0,4.0,13.0,4.0,12.0,6.0,6.0,24.0,4.0,3.0,0.0,7.0587581525186645
4573,Santana,889.56325,9.77542032967033,6.5747252747252745,168.3,1.849450549450549,0,43,81,33,2,3,906.1,68.9,263.0,319.0,323.0,247.0,298.0,349.0,439.0,431.0,214.0,476.0,632.0,523.0,491.0,411.0,380.0,273.0,303.0,209.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,4.0,10.0,2.0,3.0,0.0,6.5337888379333435
4574,São Vicente,766.2002611111111,8.41978308913309,7.164835164835165,400.2,4.397802197802197,0,47,68,59,2,3,863.0,62.0,216.0,244.0,236.0,229.0,226.0,255.0,316.0,321.0,159.0,354.0,438.0,404.0,384.0,313.0,271.0,186.0,179.0,156.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0,3.0,2.0,1.0,4.0,0.0,1.0,1.0,6.977281341630747
4575,Arcos de Valdevez,615.3678694444444,6.762284279609279,8.86043956043956,644.3,7.08021978021978,0,54,49,0,1,2,985.2,46.5,765.0,871.0,917.0,805.0,856.0,1095.0,1238.0,1310.0,639.0,1223.0,1447.0,1623.0,1766.0,1652.0,1500.0,1256.0,1264.0,587.0,1.0,0.0,2.0,3.0,4.0,11.0,4.0,2.0,5.0,10.0,2.0,4.0,15.0,1.0,1.0,0.0,6.541029999189903
4579,Paredes de Coura,612.8856277777778,6.735006898656899,9.495604395604396,542.7,5.963736263736264,0,58,46,0,1,2,964.2,63.1,371.0,404.0,359.0,352.0,417.0,520.0,560.0,622.0,304.0,613.0,599.0,629.0,633.0,646.0,519.0,412.0,463.0,300.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,7.0,1.0,0.0,0.0,6.214608098422191
4580,Ponte da Barca,619.3607305555555,6.8061618742368735,8.708791208791208,633.5,6.961538461538462,0,53,49,0,1,2,902.8,61.1,433.0,522.0,565.0,507.0,497.0,604.0,714.0,788.0,402.0,777.0,839.0,801.0,775.0,770.0,655.0,580.0,540.0,356.0,1.0,0.0,2.0,3.0,4.0,11.0,3.0,2.0,7.0,10.0,2.0,3.0,16.0,1.0,1.0,0.0,6.333279628139691
4581,Ponte de Lima,638.5124833333333,7.016620695970696,9.74945054945055,572.1,6.286813186813187,0,53,50,0,1,2,960.3,129.1,1952.0,2256.0,2318.0,2141.0,1999.0,2511.0,2932.0,3289.0,1591.0,3149.0,3057.0,2636.0,2558.0,2284.0,1961.0,1586.0,1641.0,1478.0,0.0,0.0,1.0,2.0,3.0,15.0,2.0,2.0,3.0,13.0,6.0,2.0,39.0,2.0,1.0,2.0,6.811244378601294
4582,Valença,671.5033166666667,7.379157326007326,13.442857142857145,133.8,1.4703296703296704,0,40,45,0,1,2,1004.9,116.9,607.0,649.0,681.0,677.0,750.0,851.0,965.0,1027.0,566.0,952.0,921.0,937.0,916.0,920.0,681.0,576.0,510.0,510.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,7.0,6.0,4.0,23.0,5.0,1.0,1.0,6.48768401848461
4583,Viana do Castelo,661.5740444444444,7.270044444444444,13.820879120879122,434.6,4.775824175824176,2,50,54,0,1,2,1153.0,270.1,3796.0,4201.0,4545.0,4173.0,4196.0,5266.0,6249.0,6435.0,3408.0,6338.0,6427.0,6433.0,5926.0,5011.0,4155.0,3120.0,3144.0,3353.0,2.0,0.0,2.0,5.0,3.0,20.0,2.0,6.0,7.0,24.0,12.0,4.0,66.0,16.0,1.0,4.0,6.858565034791365
4584,Vila Nova de Cerveira,630.3927722222222,6.927393101343101,11.691208791208792,536.2,5.892307692307693,0,51,49,0,1,2,1130.0,82.4,423.0,439.0,419.0,471.0,473.0,547.0,631.0,676.0,305.0,645.0,559.0,608.0,615.0,594.0,459.0,367.0,363.0,339.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,5.0,2.0,1.0,13.0,3.0,1.0,0.0,6.683360945766275
4585,Amares,619.0206944444444,6.802425213675213,8.54945054945055,549.2,6.035164835164836,0,51,49,0,1,2,984.2,227.7,952.0,1047.0,1150.0,981.0,1018.0,1184.0,1408.0,1443.0,747.0,1395.0,1341.0,1252.0,1103.0,965.0,747.0,592.0,557.0,780.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,3.0,5.0,2.0,3.0,31.0,0.0,0.0,0.0,6.584791392385716
4586,Barcelos,635.6609694444444,6.985285378510378,10.753846153846156,399.7,4.392307692307692,0,47,55,0,1,2,999.2,309.4,5768.0,6583.0,7464.0,6770.0,6422.0,7157.0,9008.0,9835.0,4768.0,9256.0,8970.0,7773.0,7014.0,5668.0,3985.0,3172.0,2950.0,4687.0,1.0,0.0,2.0,5.0,3.0,48.0,4.0,9.0,7.0,45.0,5.0,11.0,126.0,17.0,4.0,6.0,6.74993119378857
4587,Braga,633.4289388888889,6.96075757020757,9.627472527472529,415.0,4.56043956043956,0,47,55,0,1,2,1186.4,1057.3,9871.0,10703.0,11399.0,11540.0,11811.0,13786.0,15401.0,15703.0,8829.0,14602.0,14285.0,12420.0,10760.0,8718.0,5991.0,4573.0,4614.0,8896.0,2.0,2.0,2.0,4.0,9.0,57.0,7.0,22.0,21.0,53.0,10.0,16.0,159.0,11.0,5.0,7.0,6.885509670034818
4588,Esposende,658.868625,7.24031456043956,13.34175824175824,394.9,4.33956043956044,0,47,57,0,1,2,1002.5,370.0,1801.0,1903.0,1997.0,1895.0,1961.0,2412.0,2819.0,2804.0,1607.0,2646.0,2603.0,2326.0,2041.0,1813.0,1278.0,937.0,921.0,1533.0,1.0,1.0,1.0,2.0,4.0,12.0,1.0,1.0,8.0,11.0,3.0,4.0,32.0,1.0,1.0,0.0,6.994849985833071
4589,Terras de Bouro,618.5618083333334,6.79738250915751,8.153846153846153,530.3,5.827472527472527,0,50,48,0,1,2,949.4,23.1,271.0,344.0,306.0,278.0,268.0,328.0,364.0,444.0,206.0,502.0,545.0,498.0,440.0,453.0,345.0,311.0,301.0,201.0,0.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,7.0,4.0,2.0,3.0,18.0,1.0,0.0,0.0,6.415096959171596
4590,Vila Verde,627.6391694444444,6.89713373015873,8.90879120879121,449.0,4.934065934065934,0,50,51,0,1,2,918.0,203.9,2367.0,2683.0,2711.0,2470.0,2480.0,3086.0,3590.0,3632.0,1991.0,3294.0,3278.0,3021.0,2599.0,2328.0,1927.0,1521.0,1677.0,1970.0,1.0,0.0,3.0,5.0,6.0,27.0,2.0,4.0,4.0,21.0,6.0,6.0,68.0,1.0,0.0,0.0,6.638567789166521
4591,Cabeceiras de Basto,610.70315,6.711023626373627,10.416483516483517,514.1,5.64945054945055,0,48,48,0,1,2,847.3,64.7,792.0,913.0,916.0,830.0,800.0,906.0,1102.0,1167.0,660.0,1119.0,1229.0,1183.0,947.0,698.0,642.0,566.0,641.0,529.0,0.0,0.0,1.0,2.0,0.0,6.0,1.0,0.0,8.0,6.0,2.0,2.0,17.0,1.0,0.0,0.0,6.63200177739563
4592,Fafe,616.5029305555555,6.774757478632478,10.254945054945056,434.9,4.779120879120879,0,45,48,0,1,2,883.5,222.2,2191.0,2543.0,2777.0,2500.0,2566.0,2963.0,3641.0,3809.0,1854.0,3715.0,3632.0,3632.0,3360.0,2744.0,1991.0,1537.0,1376.0,1843.0,0.0,0.0,1.0,1.0,1.0,15.0,2.0,3.0,7.0,11.0,3.0,3.0,49.0,1.0,1.0,1.0,6.587550014824796
4593,Guimarães,630.1895972222222,6.925160409035409,10.787912087912089,413.9,4.548351648351648,0,47,53,0,1,2,1013.7,652.8,7186.0,8170.0,9331.0,8931.0,8971.0,10252.0,11734.0,12827.0,6324.0,12554.0,12432.0,11134.0,10105.0,7738.0,5359.0,4096.0,3510.0,6672.0,6.0,0.0,7.0,9.0,14.0,61.0,13.0,32.0,25.0,80.0,16.0,27.0,226.0,14.0,9.0,10.0,6.774223886357614
4594,Mondim de Basto,626.8850583333333,6.888846794871794,9.36043956043956,464.1,5.1000000000000005,0,48,50,0,1,2,834.8,37.6,272.0,348.0,358.0,283.0,251.0,323.0,399.0,447.0,207.0,524.0,541.0,526.0,477.0,372.0,367.0,294.0,281.0,192.0,0.0,0.0,0.0,2.0,1.0,5.0,2.0,0.0,4.0,4.0,2.0,1.0,19.0,1.0,0.0,0.0,6.0867747269123065
4595,Póvoa de Lanhoso,628.7676444444445,6.909534554334555,9.513186813186811,495.2,5.441758241758242,0,52,53,0,1,2,882.7,162.6,1082.0,1243.0,1256.0,1093.0,1120.0,1337.0,1498.0,1702.0,883.0,1639.0,1744.0,1704.0,1417.0,1124.0,843.0,689.0,718.0,804.0,0.0,0.0,1.0,2.0,1.0,11.0,1.0,2.0,2.0,5.0,1.0,2.0,18.0,0.0,1.0,1.0,6.565264970035361
4596,Vieira do Minho,606.2268222222223,6.661833211233212,9.142857142857142,738.7,8.117582417582419,0,50,48,0,1,2,855.3,55.7,475.0,555.0,640.0,541.0,508.0,624.0,736.0,812.0,379.0,868.0,981.0,1062.0,910.0,822.0,659.0,554.0,594.0,345.0,0.0,0.0,0.0,2.0,2.0,6.0,1.0,1.0,4.0,6.0,4.0,3.0,14.0,3.0,0.0,0.0,6.432940092739179
4597,Vila Nova de Famalicão,638.9832583333333,7.021794047619047,11.12087912087912,376.4,4.136263736263736,0,49,56,0,1,2,1135.8,665.0,6385.0,7191.0,7953.0,7708.0,7489.0,8786.0,10340.0,11039.0,5564.0,10672.0,10232.0,9033.0,8234.0,6665.0,4524.0,3488.0,3065.0,5699.0,0.0,1.0,2.0,9.0,6.0,50.0,6.0,15.0,17.0,46.0,12.0,12.0,132.0,14.0,7.0,2.0,6.7912214627261855
4598,Vizela,644.0210500000001,7.0771543956043965,11.607692307692307,388.2,4.265934065934066,0,48,55,0,1,2,904.9,971.0,1105.0,1270.0,1585.0,1475.0,1495.0,1631.0,1759.0,2013.0,958.0,1975.0,1887.0,1628.0,1420.0,1047.0,698.0,517.0,416.0,1104.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,2.0,21.0,3.0,1.0,0.0,6.638567789166521
4599,Arouca,674.4761444444445,7.411825763125763,10.342857142857143,398.1,4.374725274725275,0,50,59,0,1,2,975.6,64.5,1077.0,1104.0,1182.0,1060.0,1036.0,1282.0,1506.0,1588.0,902.0,1558.0,1660.0,1528.0,1411.0,1185.0,895.0,727.0,747.0,793.0,2.0,1.0,2.0,6.0,1.0,9.0,5.0,2.0,5.0,10.0,3.0,9.0,58.0,3.0,6.0,0.0,6.502790045915623
4601,Gondomar,667.1667305555555,7.331502533577534,12.034065934065934,404.9,4.44945054945055,0,47,55,0,1,2,1046.4,1250.3,7884.0,8611.0,9213.0,8847.0,9121.0,10477.0,11837.0,13202.0,6629.0,13114.0,12849.0,11803.0,10446.0,9182.0,6627.0,4564.0,3931.0,6602.0,2.0,2.0,2.0,11.0,3.0,74.0,6.0,7.0,12.0,46.0,17.0,20.0,188.0,30.0,10.0,1.0,6.945051063725834
4602,Maia,665.4594833333333,7.312741575091575,13.956043956043956,342.7,3.765934065934066,0,44,55,0,1,2,1297.5,1633.0,7110.0,7495.0,7377.0,6844.0,7526.0,9368.0,10753.0,11951.0,6145.0,10734.0,9927.0,8624.0,7586.0,6943.0,4863.0,3387.0,3016.0,5790.0,5.0,1.0,2.0,12.0,6.0,68.0,7.0,22.0,14.0,68.0,15.0,25.0,165.0,55.0,10.0,11.0,7.089243155027514
4603,Matosinhos,673.4287138888889,7.400315537240537,13.808791208791208,348.8,3.832967032967033,0,46,55,0,1,2,1387.5,2775.4,8109.0,8285.0,8758.0,9080.0,9601.0,11265.0,12665.0,13707.0,7001.0,12638.0,13178.0,12678.0,11608.0,10325.0,7364.0,5104.0,4688.0,7187.0,3.0,4.0,3.0,8.0,9.0,54.0,7.0,22.0,20.0,61.0,13.0,19.0,127.0,44.0,12.0,23.0,7.3310603052186325
4604,Oliveira de Azeméis,659.4491638888888,7.246694108669108,10.906593406593409,526.2,5.782417582417583,0,50,54,0,1,2,1172.2,412.5,2878.0,3243.0,3709.0,3391.0,3584.0,3980.0,4618.0,5267.0,2567.0,5202.0,5350.0,5067.0,4246.0,3714.0,2913.0,2218.0,2038.0,2475.0,4.0,1.0,8.0,9.0,5.0,38.0,7.0,6.0,12.0,27.0,6.0,21.0,108.0,12.0,12.0,3.0,6.6039438246004725
4605,Paredes,667.09355,7.330698351648352,12.304395604395603,106.1,1.1659340659340658,1,37,52,0,1,2,960.9,540.4,4619.0,5237.0,5470.0,4844.0,4910.0,5600.0,6771.0,7344.0,3792.0,6900.0,6569.0,5341.0,4453.0,3501.0,2507.0,1789.0,1370.0,3694.0,0.0,0.0,1.0,9.0,2.0,29.0,3.0,4.0,4.0,18.0,7.0,9.0,89.0,14.0,5.0,2.0,6.642486801367256
4606,Porto,673.4287138888889,7.400315537240537,13.808791208791208,348.8,3.832967032967033,0,46,55,0,1,2,1498.3,5622.2,9373.0,10592.0,13037.0,14737.0,14663.0,14612.0,15177.0,15695.0,8862.0,15017.0,16328.0,15835.0,15316.0,14465.0,11205.0,9092.0,9835.0,9032.0,8.0,11.0,11.0,8.0,20.0,72.0,20.0,39.0,72.0,119.0,36.0,30.0,213.0,53.0,24.0,43.0,7.539027055823995
4607,Póvoa de Varzim,659.202875,7.243987637362637,13.48131868131868,350.5,3.851648351648352,0,48,57,0,1,2,1029.7,784.8,3490.0,3700.0,3731.0,3602.0,3526.0,4076.0,4860.0,5212.0,2725.0,4876.0,4679.0,4356.0,3953.0,3430.0,2465.0,1709.0,1523.0,2609.0,0.0,0.0,0.0,3.0,5.0,22.0,4.0,8.0,6.0,14.0,5.0,2.0,49.0,4.0,3.0,3.0,7.114769448366463
4609,Santo Tirso,645.0654083333334,7.0886308608058615,11.824175824175825,369.8,4.063736263736264,0,46,56,0,1,2,1040.9,497.9,2710.0,3295.0,3730.0,3493.0,3488.0,3969.0,4871.0,5122.0,2441.0,5339.0,5581.0,5036.0,4966.0,4205.0,2927.0,2383.0,2022.0,2409.0,1.0,0.0,2.0,7.0,4.0,20.0,1.0,8.0,6.0,29.0,9.0,10.0,95.0,10.0,3.0,0.0,6.731018100482083
4610,São João da Madeira,670.7402555555556,7.370772039072039,11.306593406593407,470.2,5.167032967032967,0,47,57,0,1,2,1146.2,2802.3,1046.0,1125.0,1234.0,1187.0,1212.0,1375.0,1640.0,1757.0,931.0,1696.0,1756.0,1622.0,1447.0,1148.0,898.0,697.0,682.0,797.0,2.0,0.0,1.0,3.0,2.0,7.0,1.0,3.0,2.0,6.0,2.0,5.0,26.0,4.0,4.0,0.0,6.678342114654332
4612,Vale de Cambra,670.7402555555556,7.370772039072039,11.306593406593407,470.2,5.167032967032967,0,47,57,0,1,2,1183.2,144.9,842.0,975.0,1023.0,1045.0,981.0,1281.0,1417.0,1577.0,766.0,1576.0,1572.0,1643.0,1601.0,1429.0,1139.0,871.0,878.0,729.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,7.0,2.0,3.0,48.0,2.0,5.0,0.0,6.54965074223381
4613,Valongo,667.1667305555555,7.331502533577534,12.034065934065934,404.9,4.44945054945055,0,47,55,0,1,2,1117.0,1264.9,4840.0,5123.0,5230.0,5314.0,5591.0,6630.0,7625.0,7970.0,4144.0,7035.0,6907.0,6267.0,5665.0,4759.0,3383.0,2418.0,1946.0,4171.0,3.0,2.0,1.0,5.0,4.0,38.0,2.0,4.0,6.0,26.0,11.0,8.0,101.0,18.0,7.0,1.0,6.902742737158593
4614,Vila do Conde,659.202875,7.243987637362637,13.48131868131868,350.5,3.851648351648352,0,48,57,0,1,2,1172.4,545.1,4230.0,4314.0,4325.0,4200.0,4370.0,5547.0,6477.0,6675.0,3634.0,6072.0,6138.0,5259.0,4891.0,4198.0,3077.0,2203.0,2001.0,3625.0,1.0,0.0,1.0,6.0,6.0,21.0,5.0,9.0,13.0,30.0,11.0,8.0,84.0,18.0,8.0,5.0,7.035268599281097
4615,Vila Nova de Gaia,673.4287138888889,7.400315537240537,13.808791208791208,348.8,3.832967032967033,0,46,55,0,1,2,1203.1,1810.2,14751.0,15613.0,16561.0,16287.0,16900.0,19654.0,22980.0,24991.0,12740.0,23193.0,23193.0,21096.0,19187.0,16884.0,11877.0,8545.0,7854.0,12646.0,6.0,4.0,6.0,10.0,9.0,73.0,17.0,25.0,49.0,80.0,24.0,20.0,207.0,38.0,16.0,15.0,7.034387929915503
4617,Chaves,627.3605527777778,6.894072008547009,7.745054945054944,202.6,2.2263736263736265,0,44,45,0,1,2,1002.0,63.8,1425.0,1689.0,1650.0,1435.0,1569.0,1858.0,2373.0,2530.0,1228.0,2658.0,2962.0,3176.0,3095.0,2822.0,2279.0,1881.0,1892.0,1218.0,1.0,1.0,2.0,4.0,3.0,13.0,2.0,1.0,9.0,17.0,7.0,6.0,35.0,3.0,0.0,1.0,6.559615237493242
4618,Montalegre,623.3584444444444,6.850092796092796,11.085714285714284,498.5,5.478021978021978,0,49,47,0,1,2,920.6,11.5,246.0,311.0,367.0,298.0,352.0,400.0,466.0,531.0,227.0,557.0,799.0,865.0,854.0,804.0,732.0,603.0,642.0,235.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,7.0,8.0,4.0,4.0,13.0,2.0,1.0,0.0,6.3473892096560105
4619,Ribeira de Pena,628.8377861111111,6.910305341880342,9.247252747252746,470.3,5.168131868131868,0,48,49,0,1,2,1169.5,27.1,242.0,245.0,256.0,243.0,272.0,277.0,333.0,379.0,203.0,409.0,477.0,553.0,468.0,392.0,371.0,293.0,292.0,186.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,4.0,2.0,9.0,0.0,0.0,0.0,6.07073772800249
4620,Valpaços,666.4367111111111,7.323480341880342,6.3769230769230765,152.4,1.6747252747252748,0,35,45,0,1,2,863.6,26.9,491.0,537.0,550.0,440.0,535.0,554.0,770.0,823.0,381.0,931.0,1209.0,1253.0,1465.0,1346.0,1133.0,959.0,999.0,394.0,1.0,1.0,3.0,5.0,5.0,16.0,3.0,1.0,11.0,25.0,10.0,6.0,44.0,4.0,1.0,2.0,6.284134161070802
4621,Vila Pouca de Aguiar,658.1139000000001,7.232020879120879,10.273626373626373,293.2,3.2219780219780216,0,43,51,0,1,2,946.6,27.2,391.0,493.0,535.0,427.0,480.0,485.0,700.0,699.0,332.0,820.0,1036.0,1089.0,1082.0,984.0,824.0,579.0,602.0,309.0,0.0,0.0,1.0,2.0,0.0,8.0,1.0,0.0,2.0,4.0,3.0,3.0,11.0,1.0,1.0,0.0,6.403574197934815
4624,Castelo de Paiva,673.9792,7.406364835164835,10.263736263736265,338.6,3.720879120879121,0,46,58,0,1,2,886.6,135.6,770.0,927.0,983.0,853.0,760.0,887.0,1046.0,1320.0,588.0,1363.0,1233.0,1133.0,949.0,779.0,567.0,460.0,454.0,527.0,0.0,0.0,1.0,2.0,2.0,12.0,1.0,0.0,2.0,6.0,2.0,4.0,26.0,0.0,3.0,0.0,6.4692503167957724
4625,Celorico de Basto,626.533925,6.884988186813186,9.90879120879121,420.8,4.624175824175825,0,44,50,0,1,2,845.0,98.1,864.0,919.0,1027.0,874.0,884.0,1043.0,1182.0,1331.0,672.0,1304.0,1449.0,1363.0,1146.0,901.0,721.0,704.0,729.0,642.0,0.0,0.0,1.0,2.0,1.0,16.0,4.0,1.0,5.0,9.0,2.0,2.0,30.0,3.0,0.0,0.0,6.192362489474872
4626,Cinfães,674.3433777777777,7.410366788766789,9.627472527472529,376.3,4.135164835164836,0,51,51,0,1,2,947.0,74.5,769.0,1005.0,921.0,836.0,819.0,924.0,1217.0,1364.0,665.0,1447.0,1422.0,1304.0,1210.0,1000.0,860.0,695.0,725.0,655.0,0.0,0.0,1.0,3.0,5.0,6.0,0.0,0.0,1.0,9.0,5.0,2.0,47.0,1.0,3.0,0.0,5.720311776607412
4627,Felgueiras,626.533925,6.884988186813186,9.90879120879121,420.8,4.624175824175825,0,44,50,0,1,2,908.9,484.2,2662.0,3139.0,3686.0,3569.0,3321.0,3657.0,4032.0,4431.0,2276.0,4554.0,4549.0,3882.0,3148.0,2388.0,1785.0,1439.0,1143.0,2383.0,0.0,0.0,1.0,2.0,1.0,16.0,3.0,2.0,1.0,13.0,3.0,4.0,62.0,2.0,1.0,1.0,6.602587892189336
4628,Lousada,642.815613888889,7.063907844932846,10.424175824175824,415.0,4.56043956043956,0,47,53,0,1,2,893.8,494.7,2610.0,2858.0,3220.0,3081.0,2895.0,3269.0,3659.0,4042.0,2040.0,3749.0,3642.0,3100.0,2374.0,1810.0,1255.0,977.0,761.0,2185.0,0.0,0.0,1.0,2.0,2.0,11.0,1.0,0.0,1.0,7.0,1.0,1.0,52.0,5.0,0.0,0.0,6.588926477533519
4629,Marco de Canaveses,663.2916694444444,7.288919444444445,9.525274725274723,358.2,3.936263736263736,0,45,57,0,1,2,904.2,246.3,2715.0,3047.0,3325.0,2879.0,2647.0,2998.0,3590.0,4290.0,2030.0,4122.0,3937.0,3354.0,2810.0,2139.0,1559.0,1265.0,1120.0,1898.0,2.0,0.0,3.0,5.0,6.0,23.0,2.0,3.0,3.0,13.0,7.0,3.0,109.0,13.0,2.0,1.0,6.530877627725885
4630,Paços de Ferreira,649.9687805555556,7.142514072039072,11.62857142857143,412.3,4.530769230769231,0,46,56,0,1,2,933.7,786.4,3016.0,3328.0,3749.0,3561.0,3488.0,3737.0,4263.0,4568.0,2353.0,4584.0,4332.0,3589.0,2891.0,2244.0,1638.0,1213.0,905.0,2365.0,1.0,0.0,1.0,2.0,0.0,7.0,0.0,2.0,3.0,7.0,3.0,3.0,36.0,2.0,1.0,0.0,6.54965074223381
4632,Resende,838.7383194444444,9.21690460927961,5.37912087912088,770.9,8.471428571428572,0,81,65,36,1,2,880.1,81.9,444.0,534.0,540.0,489.0,505.0,533.0,632.0,754.0,363.0,835.0,834.0,777.0,665.0,570.0,458.0,428.0,401.0,337.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,11.0,5.0,3.0,0.0,6.07993319509559
4633,Alijó,652.760775,7.173195329670329,8.453846153846154,255.2,2.804395604395604,0,43,46,0,1,2,950.6,35.4,391.0,446.0,474.0,389.0,474.0,517.0,631.0,631.0,290.0,778.0,875.0,925.0,846.0,813.0,700.0,527.0,533.0,309.0,0.0,0.0,1.0,5.0,2.0,6.0,1.0,0.0,1.0,7.0,3.0,3.0,22.0,3.0,4.0,0.0,5.91350300563827
4634,Armamar,674.6952472222222,7.414233485958485,7.48131868131868,188.0,2.065934065934066,0,41,46,0,1,2,906.8,49.0,215.0,289.0,277.0,253.0,212.0,255.0,326.0,395.0,173.0,427.0,532.0,463.0,398.0,381.0,345.0,299.0,324.0,175.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,5.863631175598097
4635,Carrazeda de Ansiães,626.6433388888889,6.886190537240537,7.783516483516483,182.6,2.0065934065934066,0,44,38,0,1,2,882.6,19.8,192.0,198.0,206.0,193.0,221.0,251.0,335.0,323.0,162.0,355.0,406.0,474.0,499.0,483.0,413.0,310.0,335.0,159.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,4.0,3.0,2.0,1.0,9.0,6.0,0.0,0.0,5.231108616854587
