municipality,house_price,total_sunshine_h,mean_sunshine_h,windspeed_mean_kmh,total_precipitation_mm,mean_precipitation_mm,windy_days,rainy_days,sunny_days,warm_days,year,quarter_num,quarter_ord,avg_income,people/km2,cinema,college,courthouse,fire_station,hospital,kindergarten,library,mall,museum,pharmacy,police,post_office,school,station,theatre,university,log_price_sqm,< 5,5 - 19,20 - 34,35 - 54,55 - 64,> 65,urban_cluster
Condeixa-a-Nova,1054.0,534.7293861111111,5.812275935990338,13.084782608695653,584.4,6.352173913043478,2,67,36,3,2022,4,13,1152.1,124.1,0.0,0.0,1.0,1.0,3.0,10.0,1.0,0.0,4.0,7.0,1.0,6.0,24.0,2.0,1.0,1.0,6.960347729101308,652.0,2565.0,2426.0,5218.0,2375.0,3968.0,3
Lousã,855.0,515.3816361111111,5.601974305555555,11.871739130434785,638.9,6.944565217391304,0,68,36,2,2022,4,13,1093.4,124.4,0.0,0.0,1.0,2.0,1.0,6.0,1.0,1.0,4.0,6.0,1.0,2.0,9.0,0.0,2.0,0.0,6.75110146893676,616.0,2503.0,2543.0,5109.0,2441.0,4004.0,3
Mira,1182.0,622.976275,6.77148125,10.63804347826087,116.7,1.2684782608695653,0,41,52,0,2022,4,13,1076.4,99.1,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,2.0,2.0,15.0,0.0,0.0,0.0,7.074963197966044,458.0,1515.0,1664.0,3158.0,1709.0,3787.0,3
Mortágua,637.0,531.4168972222222,5.776270621980677,10.554347826086955,751.3000000000001,8.166304347826088,0,67,35,1,2022,4,13,1233.7,35.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,3.0,0.0,0.0,6.456769655572163,278.0,914.0,1131.0,2125.0,1277.0,3220.0,3
Penela,663.0,530.7578083333333,5.76910661231884,13.741304347826087,607.8,6.606521739130434,1,68,37,1,2022,4,13,1096.7,41.1,0.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,6.0,0.0,1.0,2.0,13.0,0.0,0.0,0.0,6.496774990185863,164.0,663.0,752.0,1415.0,825.0,1716.0,3
Tábua,604.0,523.4814611111111,5.690015881642512,10.889130434782608,663.8,7.215217391304347,0,68,34,2,2022,4,13,1078.0,57.1,0.0,0.0,3.0,3.0,1.0,12.0,4.0,1.0,2.0,5.0,3.0,5.0,16.0,5.0,0.0,0.0,6.403574197934815,394.0,1407.0,1661.0,2843.0,1661.0,3444.0,3
Vila Nova de Poiares,661.0,521.6178583333333,5.6697593297101445,11.232608695652177,646.1,7.022826086956522,0,66,36,3,2022,4,13,1098.4,83.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,6.493753839851686,217.0,909.0,1073.0,1985.0,1037.0,1834.0,3
Alvaiázere,396.0,508.27095,5.524684239130435,12.847826086956522,689.8,7.497826086956521,0,66,35,0,2022,4,13,1052.2,39.2,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,3.0,9.0,0.0,0.0,0.0,5.981414211254481,158.0,642.0,790.0,1347.0,1016.0,2337.0,3
Ansião,620.0,530.9837638888889,5.771562650966184,13.72391304347826,653.5,7.103260869565218,0,68,34,1,2022,4,13,1088.6,66.5,1.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,3.0,3.0,1.0,3.0,17.0,0.0,0.0,0.0,6.429719478039138,360.0,1340.0,1559.0,2857.0,1795.0,3794.0,3
Batalha,940.0,567.9156222222222,6.172995893719806,14.08695652173913,505.0,5.489130434782608,0,61,37,5,2022,4,13,1214.5,156.0,2.0,1.0,1.0,5.0,2.0,10.0,4.0,2.0,9.0,8.0,3.0,5.0,32.0,1.0,2.0,0.0,6.84587987526405,672.0,2400.0,2580.0,4499.0,2243.0,3739.0,3
Figueiró dos Vinhos,517.0,477.96017777777774,5.195219323671497,12.585869565217392,846.7,9.203260869565218,0,66,33,1,2022,4,13,1004.9,30.1,0.0,0.0,1.0,2.0,2.0,7.0,1.0,0.0,2.0,7.0,2.0,2.0,9.0,1.0,1.0,0.0,6.248042874508429,140.0,529.0,631.0,1188.0,875.0,1850.0,3
Marinha Grande,977.0,571.0670166666666,6.20725018115942,13.709782608695653,499.2,5.426086956521739,0,61,38,5,2022,4,13,1452.7,214.4,2.0,0.0,1.0,2.0,0.0,21.0,2.0,3.0,5.0,12.0,5.0,2.0,43.0,3.0,3.0,2.0,6.884486652042782,1596.0,5667.0,6342.0,11569.0,5487.0,9479.0,0
Pedrógão Grande,481.0,483.340825,5.253704619565218,11.758695652173913,781.9,8.498913043478261,0,65,33,1,2022,4,13,985.7,27.4,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,7.0,1.0,1.0,0.0,6.175867270105761,82.0,355.0,464.0,809.0,573.0,1242.0,3
Pombal,868.0,533.7083805555556,5.801178049516908,13.81086956521739,605.2,6.578260869565218,0,65,34,2,2022,4,13,1148.9,82.0,1.0,0.0,1.0,7.0,1.0,33.0,1.0,4.0,6.0,21.0,6.0,6.0,91.0,11.0,1.0,0.0,6.766191714660351,1835.0,6549.0,7348.0,13067.0,7457.0,15097.0,0
Carregal do Sal,522.0,519.3050527777777,5.644620138888889,10.194565217391304,915.6,9.95217391304348,0,71,34,0,2022,4,13,1152.4,77.7,0.0,0.0,1.0,4.0,0.0,8.0,1.0,1.0,3.0,5.0,1.0,1.0,10.0,5.0,1.0,0.0,6.257667587882639,309.0,1137.0,1220.0,2165.0,1315.0,2932.0,3
Castro Daire,528.0,479.787325,5.215079619565217,10.103260869565217,936.6,10.180434782608696,0,65,31,0,2022,4,13,980.5,35.9,0.0,0.0,1.0,4.0,0.0,7.0,0.0,1.0,4.0,8.0,2.0,1.0,28.0,1.0,1.0,0.0,6.269096283706261,352.0,1569.0,1785.0,3245.0,2158.0,4513.0,3
Mangualde,553.0,529.5696416666667,5.756191757246377,11.667391304347827,570.0,6.195652173913044,0,64,35,0,2022,4,13,1264.3,83.6,0.0,0.0,1.0,2.0,0.0,9.0,1.0,3.0,0.0,2.0,3.0,1.0,21.0,5.0,1.0,0.0,6.315358001522335,613.0,2312.0,2577.0,4630.0,2694.0,5504.0,3
Nelas,539.0,523.5663972222222,5.690939100241546,12.134782608695652,626.4,6.808695652173912,0,65,34,0,2022,4,13,1217.2,104.6,0.0,0.0,1.0,2.0,0.0,15.0,1.0,0.0,2.0,2.0,4.0,3.0,17.0,5.0,1.0,0.0,6.289715570908998,410.0,1741.0,1748.0,3327.0,1828.0,4101.0,3
Oliveira de Frades,683.0,466.4607083333333,5.070225090579711,8.05108695652174,842.4,9.156521739130437,0,67,29,0,2022,4,13,1261.6,66.2,0.0,0.0,1.0,3.0,1.0,14.0,2.0,0.0,4.0,8.0,2.0,3.0,19.0,1.0,1.0,0.0,6.52649485957079,380.0,1282.0,1554.0,2619.0,1359.0,2429.0,3
Penalva do Castelo,441.0,526.8377666666667,5.726497463768116,12.183695652173911,691.5,7.516304347826087,0,65,36,0,2022,4,13,1007.9,54.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,6.089044875446846,183.0,877.0,885.0,1743.0,1014.0,2578.0,3
Santa Comba Dão,541.0,531.4168972222222,5.776270621980677,10.554347826086955,751.3000000000001,8.166304347826088,0,67,35,0,2022,4,13,1053.4,96.5,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,5.0,3.0,0.0,0.0,6.293419278846481,363.0,1312.0,1432.0,2644.0,1515.0,3538.0,3
São Pedro do Sul,794.0,986.0825111111112,10.718288164251208,13.379347826086958,198.4,2.1565217391304343,0,37,77,7,2022,4,13,949.5,43.2,1.0,0.0,4.0,7.0,1.0,12.0,6.0,1.0,4.0,16.0,3.0,5.0,38.0,4.0,2.0,1.0,6.677083461247136,411.0,1755.0,2067.0,3533.0,2259.0,5041.0,3
Sátão,481.0,494.3249638888889,5.373097433574879,12.525,872.8,9.48695652173913,0,65,34,0,2022,4,13,940.2,54.6,0.0,0.0,1.0,2.0,1.0,8.0,1.0,0.0,2.0,3.0,4.0,2.0,12.0,0.0,2.0,0.0,6.175867270105761,345.0,1332.0,1584.0,2707.0,1610.0,3458.0,3
Tondela,639.0,494.9110611111111,5.379468055555556,10.560869565217391,807.2,8.773913043478261,0,69,32,0,2022,4,13,1221.7,69.1,0.0,0.0,1.0,4.0,2.0,24.0,1.0,4.0,6.0,10.0,4.0,5.0,29.0,1.0,3.0,0.0,6.459904454377535,772.0,2925.0,3573.0,6215.0,3851.0,8316.0,3
Vila Nova de Paiva,279.0,477.6425527777778,5.191766878019323,13.607608695652177,870.3,9.459782608695653,0,68,34,0,2022,4,13,953.2,26.7,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,9.0,0.0,4.0,0.0,5.631211781821365,120.0,539.0,685.0,1084.0,716.0,1546.0,3
Viseu,1150.0,495.1997194444445,5.382605646135266,11.459782608695653,724.4,7.873913043478261,0,65,31,0,2022,4,13,1172.1,197.9,2.0,2.0,3.0,8.0,6.0,55.0,6.0,12.0,12.0,32.0,6.0,8.0,114.0,7.0,5.0,10.0,7.047517221357296,3981.0,14210.0,15521.0,28834.0,13484.0,24336.0,0
Vouzela,439.0,474.6795861111111,5.1595607185990335,9.382608695652175,1182.3,12.85108695652174,0,69,30,0,2022,4,13,1027.3,49.8,0.0,0.0,1.0,3.0,3.0,12.0,3.0,0.0,3.0,6.0,3.0,4.0,14.0,2.0,3.0,0.0,6.084499413075172,318.0,1080.0,1410.0,2393.0,1413.0,3038.0,3
Oleiros,409.0,500.94752222222223,5.445081763285025,15.675,790.7,8.594565217391304,4,78,20,3,2022,4,13,1069.0,10.4,0.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,6.0,0.0,2.0,0.0,6.013715156042802,100.0,317.0,494.0,950.0,772.0,2244.0,3
Penamacor,261.0,491.1175611111111,5.338234359903382,11.384782608695652,562.9,6.118478260869565,0,57,36,0,2022,4,13,973.5,8.4,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,5.564520407322694,101.0,346.0,525.0,939.0,742.0,2095.0,3
Proença-a-Nova,588.0,495.5732833333333,5.386666123188406,12.095652173913043,703.9,7.651086956521738,0,64,33,3,2022,4,13,1106.3,18.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,3.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,6.376726947898627,165.0,683.0,858.0,1512.0,1164.0,2721.0,3
Vila Velha de Ródão,234.0,517.0839833333333,5.620478079710145,9.742391304347825,496.1,5.392391304347826,0,60,35,0,2022,4,13,1474.7,10.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,4.0,8.0,0.0,0.0,5.455321115357702,111.0,304.0,391.0,711.0,434.0,1516.0,3
Sertã,760.0,500.2063416666667,5.437025452898551,12.11195652173913,720.5,7.831521739130435,0,60,34,1,2022,4,13,1017.1,33.3,1.0,0.0,3.0,5.0,1.0,6.0,5.0,0.0,5.0,8.0,6.0,4.0,25.0,4.0,4.0,0.0,6.633318433280377,455.0,1772.0,2069.0,3523.0,2327.0,4720.0,3
Almeida,233.0,529.381075,5.754142119565217,12.929347826086955,340.5,3.7010869565217392,0,65,31,0,2022,4,13,1006.4,11.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,5.0,2.0,10.0,3.0,8.0,6.0,1.0,0.0,5.4510384535657,98.0,411.0,636.0,1099.0,936.0,2517.0,3
Belmonte,501.0,601.7312944444444,6.540557548309178,11.905434782608696,160.1,1.7402173913043475,0,45,44,0,2022,4,13,958.4,52.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0,1.0,2.0,0.0,6.0,3.0,0.0,0.0,6.2166061010848646,194.0,672.0,796.0,1538.0,971.0,2007.0,3
Covilhã,776.0,453.37533055555554,4.927992723429951,8.390217391304347,885.3,9.622826086956522,0,68,31,1,2022,4,13,1115.6,82.9,1.0,1.0,3.0,4.0,3.0,26.0,4.0,8.0,17.0,26.0,15.0,13.0,64.0,20.0,6.0,2.0,6.654152520183219,1452.0,5344.0,6465.0,11752.0,6936.0,14132.0,0
Figueira de Castelo Rodrigo,192.0,545.0660305555556,5.924630766908213,11.271739130434783,384.5,4.179347826086956,0,59,35,0,2022,4,13,971.1,10.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,1.0,7.0,7.0,5.0,5.0,18.0,1.0,1.0,1.0,5.2574953720277815,153.0,567.0,591.0,1089.0,744.0,1921.0,3
Fornos de Algodres,218.0,536.2362,5.828654347826087,10.865217391304348,563.9,6.129347826086956,0,64,35,0,2022,4,13,938.7,33.3,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,3.0,1.0,3.0,6.0,2.0,0.0,0.0,5.384495062789089,123.0,468.0,539.0,974.0,701.0,1568.0,3
Fundão,556.0,483.2007583333333,5.252182155797102,8.428260869565218,550.7,5.985869565217392,0,61,36,0,2022,4,13,1123.0,38.0,1.0,1.0,1.0,4.0,3.0,24.0,1.0,4.0,12.0,21.0,9.0,15.0,58.0,12.0,3.0,2.0,6.320768294250582,836.0,3037.0,3499.0,6462.0,4060.0,8736.0,0
Gouveia,416.0,802.5606916666667,8.723485778985507,10.77391304347826,620.9,6.748913043478261,0,77,64,28,2022,4,13,1022.1,40.3,2.0,0.0,3.0,7.0,3.0,9.0,4.0,0.0,10.0,11.0,5.0,4.0,28.0,4.0,2.0,1.0,6.030685260261263,306.0,1244.0,1399.0,2565.0,1897.0,4704.0,3
Mêda,234.0,536.6824277777778,5.833504649758454,12.294565217391304,372.9,4.053260869565217,0,57,33,0,2022,4,13,937.4,16.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,4.0,3.0,0.0,1.0,0.0,5.455321115357702,96.0,456.0,534.0,996.0,723.0,1771.0,3
Seia,489.0,514.3556722222222,5.590822524154589,11.52391304347826,681.2,7.404347826086957,2,65,36,0,2022,4,13,1031.0,49.2,2.0,0.0,3.0,5.0,3.0,10.0,5.0,0.0,10.0,12.0,8.0,7.0,32.0,13.0,2.0,1.0,6.192362489474872,585.0,2306.0,2596.0,5038.0,3386.0,7529.0,0
Trancoso,345.0,518.1328277777778,5.6318785628019326,13.532608695652174,620.6,6.745652173913044,0,62,35,0,2022,4,13,1074.5,22.9,1.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,5.0,5.0,2.0,2.0,11.0,1.0,1.0,0.0,5.84354441703136,236.0,828.0,951.0,1948.0,1276.0,3050.0,3
Alcobaça,1065.0,785.7813472222222,8.541101600241545,14.85108695652174,764.2,8.306521739130435,0,85,62,83,2022,4,13,1130.1,138.0,3.0,3.0,3.0,8.0,9.0,39.0,7.0,12.0,15.0,28.0,13.0,15.0,104.0,12.0,3.0,5.0,6.970730078143525,2121.0,7316.0,8832.0,15118.0,8242.0,14710.0,0
Arruda dos Vinhos,1447.0,602.3210138888888,6.546967542270531,14.56086956521739,360.0,3.9130434782608696,0,65,40,3,2022,4,13,1192.3,191.3,0.0,0.0,0.0,2.0,2.0,8.0,2.0,1.0,2.0,5.0,2.0,2.0,13.0,1.0,1.0,0.0,7.277247726631484,690.0,2626.0,2296.0,4615.0,1870.0,2813.0,3
Bombarral,956.0,604.2844833333334,6.5683096014492754,14.219565217391304,439.5,4.777173913043479,0,63,41,4,2022,4,13,1061.0,148.4,1.0,0.0,1.0,3.0,0.0,8.0,5.0,0.0,3.0,5.0,3.0,3.0,14.0,4.0,2.0,0.0,6.862757913051401,557.0,1812.0,2061.0,3574.0,1864.0,3681.0,3
Cadaval,839.0,564.7966166666666,6.13909365942029,13.607608695652177,427.4,4.645652173913043,0,60,35,2,2022,4,13,1104.7,80.4,1.0,0.0,1.0,3.0,1.0,5.0,3.0,0.0,2.0,5.0,2.0,2.0,18.0,4.0,3.0,0.0,6.732210706467206,474.0,1855.0,2005.0,3705.0,1904.0,4125.0,3
Lourinhã,1268.0,609.7808055555555,6.628052234299516,16.94782608695652,412.3,4.481521739130435,1,63,40,8,2022,4,13,1099.0,188.0,0.0,0.0,1.0,1.0,0.0,13.0,3.0,1.0,3.0,11.0,2.0,8.0,30.0,2.0,2.0,0.0,7.145196134997171,1162.0,4012.0,4187.0,7677.0,3698.0,6931.0,3
Nazaré,1870.0,879.9258,9.564410869565217,7.697826086956522,658.0,7.152173913043479,0,88,74,23,2022,4,13,1138.8,186.2,2.0,0.0,2.0,2.0,2.0,7.0,3.0,2.0,5.0,7.0,6.0,2.0,26.0,5.0,2.0,0.0,7.533693709848633,601.0,2056.0,2319.0,4157.0,2188.0,4031.0,3
Óbidos,1618.0,601.9478027777777,6.5429108997584535,14.96195652173913,399.0,4.336956521739131,0,62,40,3,2022,4,13,1106.6,90.6,1.0,3.0,1.0,2.0,7.0,20.0,3.0,8.0,12.0,10.0,4.0,3.0,49.0,5.0,1.0,3.0,7.388946097618437,522.0,1667.0,1937.0,3478.0,1848.0,3375.0,0
Peniche,1429.0,607.9791138888888,6.608468629227053,18.090217391304343,444.6,4.832608695652175,2,64,41,8,2022,4,13,1089.4,350.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,4.0,5.0,3.0,3.0,22.0,2.0,1.0,2.0,7.264730177929867,1194.0,3867.0,3998.0,7222.0,3745.0,7119.0,3
Sobral de Monte Agraço,1030.0,605.0889638888889,6.5770539553140095,15.234782608695651,339.0,3.684782608695652,0,64,39,2,2022,4,13,1101.1,220.1,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,9.0,6.0,1.0,0.0,6.937314081223682,513.0,1848.0,1857.0,3504.0,1434.0,2312.0,3
Torres Vedras,1494.0,612.3949805555555,6.656467179951691,16.328260869565216,396.1,4.305434782608696,1,62,42,7,2022,4,13,1146.9,211.5,1.0,0.0,1.0,5.0,4.0,36.0,5.0,1.0,7.0,34.0,6.0,12.0,78.0,9.0,4.0,0.0,7.309212365692763,3684.0,12279.0,14147.0,24799.0,11609.0,19584.0,0
Abrantes,550.0,531.5122888888889,5.777307487922705,11.96195652173913,515.0,5.5978260869565215,0,62,34,0,2022,4,13,1204.7,47.4,1.0,0.0,1.0,5.0,2.0,10.0,7.0,0.0,19.0,22.0,10.0,6.0,47.0,12.0,10.0,1.0,6.309918278226516,1015.0,4016.0,4225.0,8512.0,5389.0,10701.0,0
Constância,692.0,557.8714861111112,6.06382050120773,12.59891304347826,60.8,0.6608695652173914,0,32,32,0,2022,4,13,1291.3,48.2,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,9.0,5.0,3.0,1.0,7.0,2.0,3.0,0.0,6.539585955617669,145.0,562.0,536.0,1113.0,553.0,968.0,3
Entroncamento,848.0,537.6605555555556,5.844136473429952,11.116304347826087,408.9,4.444565217391304,0,60,31,2,2022,4,13,1274.5,1554.7,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,12.0,1.0,0.0,1.0,6.742880635791903,912.0,3323.0,3436.0,6108.0,3086.0,4481.0,3
Ferreira do Zêzere,718.0,518.0132305555555,5.630578592995169,12.733695652173912,630.9,6.857608695652174,0,61,34,0,2022,4,13,1070.0,41.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,6.576469569048224,252.0,961.0,1095.0,1908.0,1149.0,2532.0,3
Mação,297.0,526.7729638888889,5.725793085748792,12.031521739130437,603.5,6.559782608695652,0,63,37,0,2022,4,13,995.0,16.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,6.0,3.0,1.0,2.0,5.0,4.0,2.0,0.0,5.6937321388027,140.0,546.0,774.0,1285.0,1002.0,2641.0,3
Sardoal,405.0,533.4753944444444,5.798645591787439,11.48695652173913,649.9,7.064130434782609,0,63,37,0,2022,4,13,907.0,38.8,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,6.003887067106539,93.0,372.0,513.0,908.0,566.0,1119.0,3
Tomar,822.0,532.8604611111111,5.791961533816425,13.232608695652177,511.1,5.555434782608696,0,62,33,2,2022,4,13,1113.5,103.8,1.0,0.0,1.0,3.0,3.0,9.0,3.0,2.0,13.0,12.0,5.0,3.0,49.0,12.0,5.0,1.0,6.71174039505618,1144.0,4352.0,5134.0,8778.0,5712.0,11337.0,3
Torres Novas,740.0,530.7100416666667,5.768587409420291,10.602173913043478,478.8,5.2043478260869565,0,61,30,3,2022,4,13,1227.9,127.4,1.0,0.0,3.0,4.0,4.0,28.0,4.0,1.0,19.0,14.0,4.0,3.0,47.0,9.0,4.0,2.0,6.606650186198215,1206.0,4616.0,4681.0,9031.0,5029.0,9837.0,0
Vila Nova da Barquinha,797.0,537.6605555555556,5.844136473429952,11.116304347826087,408.9,4.444565217391304,0,60,31,2,2022,4,13,1014.4,151.4,1.0,0.0,0.0,3.0,2.0,6.0,3.0,0.0,8.0,4.0,3.0,2.0,9.0,4.0,3.0,0.0,6.680854678790215,297.0,1035.0,1144.0,1968.0,1047.0,2010.0,3
Almeirim,850.0,937.9411888888887,10.195012922705311,10.084782608695653,294.1,3.196739130434783,0,64,83,6,2022,4,13,1120.3,101.7,1.0,3.0,2.0,3.0,3.0,13.0,5.0,2.0,7.0,10.0,6.0,5.0,28.0,2.0,6.0,1.0,6.745236349484363,857.0,3312.0,3296.0,6347.0,3026.0,5752.0,0
Alpiarça,667.0,572.8635638888888,6.226777868357488,11.48695652173913,426.6,4.636956521739131,0,60,37,3,2022,4,13,1105.4,75.6,0.0,0.0,0.0,2.0,0.0,5.0,3.0,1.0,2.0,5.0,2.0,2.0,13.0,0.0,2.0,0.0,6.502790045915623,256.0,1038.0,1031.0,1863.0,978.0,2047.0,3
Azambuja,1098.0,587.1428194444444,6.381987167874396,11.89891304347826,365.1,3.968478260869565,0,61,37,3,2022,4,13,1134.8,85.1,0.0,0.0,1.0,4.0,2.0,13.0,5.0,3.0,2.0,14.0,8.0,6.0,44.0,5.0,2.0,0.0,7.001245622069476,898.0,3168.0,3555.0,6588.0,2944.0,5210.0,3
Benavente,1187.0,518.6725722222222,5.637745350241546,12.248913043478264,216.0,2.347826086956522,0,55,32,0,2022,4,13,1278.6,60.6,1.0,0.0,0.0,4.0,0.0,14.0,3.0,2.0,4.0,8.0,5.0,2.0,29.0,3.0,2.0,0.0,7.079184394609668,1448.0,5127.0,5328.0,9330.0,4102.0,6260.0,3
Cartaxo,915.0,579.6260222222222,6.300282850241546,11.68913043478261,400.5,4.353260869565218,0,64,36,2,2022,4,13,1170.3,151.7,0.0,0.0,0.0,2.0,0.0,12.0,3.0,0.0,3.0,12.0,4.0,5.0,30.0,6.0,2.0,0.0,6.818924065275521,946.0,3296.0,3612.0,6800.0,3307.0,6036.0,3
Chamusca,553.0,560.9255805555556,6.097017179951691,12.972826086956522,423.6,4.604347826086957,0,61,34,3,2022,4,13,1076.6,11.5,0.0,1.0,2.0,2.0,3.0,12.0,7.0,0.0,13.0,22.0,11.0,5.0,46.0,12.0,7.0,2.0,6.315358001522335,274.0,997.0,1099.0,2188.0,1311.0,2691.0,0
Coruche,825.0,587.3128361111111,6.3838351751207725,11.528260869565216,433.2,4.708695652173913,0,61,39,4,2022,4,13,1111.6,15.6,0.0,0.0,1.0,3.0,0.0,20.0,1.0,0.0,9.0,8.0,8.0,5.0,33.0,1.0,0.0,1.0,6.715383386334681,584.0,2081.0,2151.0,4154.0,2652.0,5751.0,3
Rio Maior,833.0,562.6467277777778,6.115725301932367,13.78804347826087,438.2,4.76304347826087,0,63,36,2,2022,4,13,1184.4,80.5,2.0,0.0,1.0,2.0,2.0,11.0,2.0,3.0,5.0,11.0,2.0,3.0,49.0,1.0,2.0,1.0,6.725033642166843,978.0,3066.0,3637.0,6085.0,2977.0,5210.0,3
Salvaterra de Magos,1182.0,597.8218972222222,6.498064100241546,11.664130434782608,370.2,4.02391304347826,0,58,39,2,2022,4,13,1096.6,93.7,1.0,0.0,0.0,2.0,0.0,9.0,2.0,0.0,4.0,4.0,3.0,2.0,17.0,2.0,0.0,0.0,7.074963197966044,885.0,3132.0,3466.0,6145.0,3189.0,6046.0,3
Santarém,897.0,573.44215,6.233066847826087,10.458695652173914,407.3,4.427173913043478,0,58,36,2,2022,4,13,1227.7,109.2,1.0,14.0,3.0,9.0,3.0,36.0,8.0,2.0,12.0,21.0,10.0,6.0,81.0,5.0,9.0,1.0,6.799055862058796,2349.0,8533.0,8952.0,16359.0,8363.0,15779.0,0
Amadora,2049.0,595.9879166666667,6.478129528985508,12.980434782608697,504.1,5.479347826086956,0,63,38,2,2022,4,13,1611.9,7363.6,1.0,3.0,1.0,5.0,7.0,45.0,8.0,10.0,3.0,69.0,17.0,12.0,108.0,9.0,10.0,2.0,7.6251071482389,8995.0,25180.0,31715.0,48288.0,21333.0,39596.0,2
Cascais,3473.0,610.1516611111111,6.63208327294686,14.41304347826087,529.2,5.752173913043479,0,64,39,11,2022,4,13,1346.7,2230.2,2.0,3.0,3.0,6.0,7.0,61.0,6.0,29.0,17.0,58.0,19.0,15.0,171.0,11.0,6.0,5.0,8.152774052744075,8828.0,34729.0,32540.0,61519.0,29414.0,50196.0,2
Lisboa,3872.0,620.0514888888889,6.739690096618358,13.081521739130435,482.4,5.243478260869565,0,62,42,12,2022,4,13,1856.3,5572.4,14.0,16.0,15.0,25.0,39.0,189.0,88.0,55.0,109.0,351.0,74.0,69.0,431.0,103.0,77.0,53.0,8.261526448396468,26257.0,74892.0,105537.0,154569.0,66779.0,129485.0,4
Loures,2155.0,609.7174305555556,6.627363375603864,14.170652173913044,456.3,4.959782608695653,0,58,39,17,2022,4,13,1353.5,1222.3,2.0,1.0,1.0,15.0,6.0,121.0,12.0,23.0,11.0,87.0,18.0,25.0,190.0,12.0,14.0,3.0,7.675546002537848,10440.0,31031.0,34571.0,57267.0,25175.0,45935.0,2
Mafra,2065.0,597.6313194444444,6.4959926026570045,16.60326086956522,390.0,4.239130434782608,1,62,39,2,2022,4,13,1163.4,306.4,1.0,0.0,1.0,3.0,1.0,28.0,4.0,4.0,9.0,23.0,7.0,6.0,64.0,13.0,4.0,1.0,7.632885505395133,4147.0,15698.0,13733.0,28624.0,11005.0,16142.0,0
Oeiras,3001.0,610.1516611111111,6.63208327294686,14.41304347826087,529.2,5.752173913043479,0,64,39,10,2022,4,13,2019.9,3789.2,2.0,0.0,3.0,6.0,8.0,66.0,5.0,12.0,11.0,58.0,18.0,15.0,123.0,11.0,16.0,10.0,8.006700845440367,7491.0,26474.0,26805.0,49425.0,21223.0,42432.0,2
Sintra,1816.0,582.2726166666666,6.32905018115942,15.01304347826087,476.1,5.175,0,64,35,2,2022,4,13,1354.7,1223.8,4.0,2.0,2.0,11.0,11.0,118.0,11.0,23.0,22.0,87.0,22.0,21.0,225.0,20.0,17.0,7.0,7.504391559161238,19526.0,60696.0,71925.0,113989.0,52095.0,72435.0,2
Vila Franca de Xira,1750.0,604.4888805555555,6.570531310386473,12.740217391304348,418.1,4.5445652173913045,0,59,36,12,2022,4,13,1388.4,435.2,0.0,0.0,1.0,11.0,6.0,50.0,7.0,11.0,10.0,39.0,11.0,12.0,100.0,11.0,3.0,1.0,7.467371066917559,6588.0,22255.0,22613.0,42507.0,17775.0,26726.0,0
