municipality,house_price,total_sunshine_h,mean_sunshine_h,windspeed_mean_kmh,total_precipitation_mm,mean_precipitation_mm,windy_days,rainy_days,sunny_days,warm_days,year,quarter_num,quarter_ord,avg_income,people/km2,cinema,college,courthouse,fire_station,hospital,kindergarten,library,mall,museum,pharmacy,police,post_office,school,station,theatre,university,log_price_sqm,< 5,5 - 19,20 - 34,35 - 54,55 - 64,> 65,urban_cluster
Póvoa de Varzim,1528.0,1024.3317166666666,11.25639249084249,13.016483516483516,261.8,2.876923076923077,0,46,79,6,2022,2,11,1134.2,806.0,0.0,0.0,0.0,3.0,5.0,22.0,4.0,8.0,6.0,14.0,5.0,2.0,49.0,4.0,3.0,3.0,7.331714969726466,2599.0,9706.0,11402.0,19113.0,9357.0,14082.0,3
Santo Tirso,1000.0,993.3083416666668,10.915476282051282,10.802197802197805,265.3,2.915384615384616,0,47,77,2,2022,2,11,1161.4,495.8,1.0,0.0,2.0,7.0,4.0,20.0,1.0,8.0,6.0,29.0,9.0,10.0,95.0,10.0,3.0,0.0,6.907755278982137,2338.0,8018.0,10623.0,18646.0,10767.0,17313.0,0
São João da Madeira,899.0,1008.3033722222224,11.080256837606838,11.0010989010989,287.3,3.157142857142857,0,49,81,2,2022,2,11,1212.6,2940.6,2.0,0.0,1.0,3.0,2.0,7.0,1.0,3.0,2.0,6.0,2.0,5.0,26.0,4.0,4.0,0.0,6.80128303447162,833.0,3118.0,3960.0,6616.0,3531.0,5290.0,3
Vale de Cambra,954.0,1008.3033722222224,11.080256837606838,11.0010989010989,287.3,3.157142857142857,0,49,81,2,2022,2,11,1261.4,144.2,1.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,7.0,2.0,3.0,48.0,2.0,5.0,0.0,6.860663671448287,703.0,2475.0,3057.0,5666.0,3174.0,6169.0,3
Valongo,1320.0,1012.7330138888888,11.128934218559218,11.072527472527472,275.0,3.021978021978022,0,45,81,3,2022,2,11,1229.6,1310.0,3.0,2.0,1.0,5.0,4.0,38.0,2.0,4.0,6.0,26.0,11.0,8.0,101.0,18.0,7.0,1.0,7.1853870155804165,4120.0,14095.0,17041.0,29669.0,13704.0,19781.0,0
Vila do Conde,1458.0,1024.3317166666666,11.25639249084249,13.016483516483516,261.8,2.876923076923077,0,46,79,6,2022,2,11,1267.1,560.5,1.0,0.0,1.0,6.0,6.0,21.0,5.0,9.0,13.0,30.0,11.0,8.0,84.0,18.0,8.0,5.0,7.284820912568604,3496.0,12295.0,13467.0,24902.0,11875.0,17497.0,0
Vila Nova de Gaia,1508.0,1036.1738777777778,11.386526129426128,13.162637362637362,231.0,2.5384615384615383,0,43,82,7,2022,2,11,1305.7,1831.5,6.0,4.0,6.0,10.0,9.0,73.0,17.0,25.0,49.0,80.0,24.0,20.0,207.0,38.0,16.0,15.0,7.318539548567902,12272.0,42402.0,50431.0,89221.0,45617.0,68598.0,2
Chaves,879.0,1000.8010055555555,10.997813247863249,8.649450549450549,120.5,1.324175824175824,0,43,78,0,2022,2,11,1094.2,63.1,1.0,1.0,2.0,4.0,3.0,13.0,2.0,1.0,9.0,17.0,7.0,6.0,35.0,3.0,0.0,1.0,6.778784897685177,1053.0,4245.0,4664.0,9016.0,5892.0,12456.0,3
Montalegre,492.0,969.0167694444444,10.648535927960928,9.592307692307692,265.9,2.921978021978022,0,54,74,1,2022,2,11,978.1,11.3,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,7.0,8.0,4.0,4.0,13.0,2.0,1.0,0.0,6.198478716492308,224.0,762.0,1017.0,1893.0,1543.0,3700.0,3
Ribeira de Pena,426.0,964.3333833333334,10.597070146520148,8.258241758241759,254.4,2.795604395604396,0,50,75,0,2022,2,11,1140.2,26.8,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,4.0,2.0,9.0,0.0,0.0,0.0,6.054439346269371,168.0,679.0,756.0,1375.0,975.0,1883.0,3
Valpaços,518.0,1067.2381027777778,11.72789123931624,8.734065934065933,121.1,1.3307692307692307,0,40,82,0,2022,2,11,931.0,26.5,1.0,1.0,3.0,5.0,5.0,16.0,3.0,1.0,11.0,25.0,10.0,6.0,44.0,4.0,1.0,2.0,6.249975242259483,360.0,1376.0,1540.0,2965.0,2349.0,5967.0,0
Vila Pouca de Aguiar,655.0,1023.381625,11.245951923076923,9.662637362637362,172.4,1.8945054945054949,0,49,79,1,2022,2,11,978.1,26.9,0.0,0.0,1.0,2.0,0.0,8.0,1.0,0.0,2.0,4.0,3.0,3.0,11.0,1.0,1.0,0.0,6.484635235635252,287.0,1145.0,1509.0,2552.0,2089.0,4171.0,3
Castelo de Paiva,857.0,1021.0294333333334,11.220103663003664,9.543956043956044,219.7,2.414285714285714,0,47,82,2,2022,2,11,967.0,133.8,0.0,0.0,1.0,2.0,2.0,12.0,1.0,0.0,2.0,6.0,2.0,4.0,26.0,0.0,3.0,0.0,6.75343791859778,480.0,2116.0,2611.0,4330.0,2498.0,3357.0,3
Celorico de Basto,628.0,956.5799027777778,10.511867063492064,9.18021978021978,274.0,3.010989010989011,0,45,74,1,2022,2,11,941.5,97.1,0.0,0.0,1.0,2.0,1.0,16.0,4.0,1.0,5.0,9.0,2.0,2.0,30.0,3.0,0.0,0.0,6.442540166468199,568.0,2330.0,2792.0,4709.0,2805.0,4371.0,3
Cinfães,540.0,1009.0675472222222,11.088654365079364,8.968131868131868,277.2,3.046153846153846,0,53,81,2,2022,2,11,988.4,73.4,0.0,0.0,1.0,3.0,5.0,6.0,0.0,0.0,1.0,9.0,5.0,2.0,47.0,1.0,3.0,0.0,6.29156913955832,607.0,2258.0,2628.0,4669.0,2788.0,4610.0,3
Felgueiras,872.0,956.5799027777778,10.511867063492064,9.18021978021978,274.0,3.010989010989011,0,45,74,1,2022,2,11,1020.7,478.8,0.0,0.0,1.0,2.0,1.0,16.0,3.0,2.0,1.0,13.0,3.0,4.0,62.0,2.0,1.0,1.0,6.77078942390898,2159.0,7621.0,10315.0,16023.0,8632.0,10666.0,3
Lousada,831.0,979.0078083333332,10.758327564102563,9.705494505494508,285.3,3.135164835164835,0,45,76,2,2022,2,11,984.9,498.9,0.0,0.0,1.0,2.0,2.0,11.0,1.0,0.0,1.0,7.0,1.0,1.0,52.0,5.0,0.0,0.0,6.7226297948554485,2090.0,7187.0,9256.0,14461.0,7115.0,7822.0,3
Marco de Canaveses,820.0,999.29895,10.981307142857142,8.569230769230769,219.3,2.40989010989011,0,46,81,2,2022,2,11,989.4,245.0,2.0,0.0,3.0,5.0,6.0,23.0,2.0,3.0,3.0,13.0,7.0,3.0,109.0,13.0,2.0,1.0,6.709304340258298,1753.0,7291.0,8917.0,14370.0,7664.0,9465.0,0
Paços de Ferreira,893.0,992.8519194444444,10.910460653235653,10.728571428571428,296.8,3.261538461538461,0,46,79,0,2022,2,11,1012.8,787.2,1.0,0.0,1.0,2.0,0.0,7.0,0.0,2.0,3.0,7.0,3.0,3.0,36.0,2.0,1.0,0.0,6.794586580876499,2295.0,8225.0,10679.0,16739.0,8383.0,9561.0,3
Resende,417.0,836.357386111111,9.190740506715509,5.225274725274725,180.5,1.983516483516484,0,46,75,14,2022,2,11,915.9,79.9,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,11.0,5.0,3.0,0.0,6.0330862217988015,314.0,1256.0,1474.0,2622.0,1603.0,2591.0,3
Alijó,607.0,1026.2057666666667,11.276986446886449,9.14065934065934,103.8,1.1406593406593406,0,40,81,0,2022,2,11,1026.1,34.8,0.0,0.0,1.0,5.0,2.0,6.0,1.0,0.0,1.0,7.0,3.0,3.0,22.0,3.0,4.0,0.0,6.408528791059498,273.0,1097.0,1318.0,2438.0,1735.0,3501.0,3
Armamar,242.0,1024.342175,11.256507417582418,8.39010989010989,146.6,1.6109890109890108,0,44,81,0,2022,2,11,1007.0,48.6,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,5.488937726156687,144.0,643.0,821.0,1362.0,991.0,1732.0,3
Carrazeda de Ansiães,368.0,1018.633075,11.193770054945055,9.23956043956044,127.9,1.4054945054945056,0,42,82,0,2022,2,11,955.9,19.3,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,4.0,3.0,2.0,1.0,9.0,6.0,0.0,0.0,5.908082938168931,133.0,542.0,624.0,1223.0,807.0,2067.0,3
Mesão Frio,900.2341137123746,1029.5964722222222,11.314246947496947,7.715384615384615,153.2,1.6835164835164833,0,44,83,1,2022,2,11,1086.4,131.9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,7.0,4.0,0.0,0.0,6.802654855844401,100.0,396.0,529.0,884.0,594.0,1011.0,3
Murça,485.0,1058.6291944444445,11.633287851037853,9.541758241758242,133.0,1.4615384615384617,0,42,82,0,2022,2,11,1026.8,27.6,0.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,15.0,1.0,3.0,0.0,6.184148890937483,110.0,524.0,679.0,1146.0,885.0,1879.0,3
Sabrosa,512.0,1026.2057666666667,11.276986446886449,9.14065934065934,103.8,1.1406593406593406,0,40,81,0,2022,2,11,1107.9,35.7,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,3.0,2.0,2.0,21.0,3.0,1.0,0.0,6.238324625039508,160.0,609.0,773.0,1343.0,835.0,1878.0,3
Santa Marta de Penaguião,408.0,1032.8690638888888,11.350209493284492,8.196703296703296,119.2,1.30989010989011,0,44,83,1,2022,2,11,941.9,86.5,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,22.0,0.0,1.0,0.0,6.0112671744041615,144.0,627.0,815.0,1457.0,1006.0,1944.0,3
Tabuaço,600.0,1042.4412305555556,11.45539813797314,8.92967032967033,106.1,1.1659340659340658,0,44,83,0,2022,2,11,1074.4,37.7,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,6.396929655216146,149.0,520.0,713.0,1165.0,848.0,1648.0,3
Tarouca,592.0,1008.7838527777776,11.085536843711845,9.897802197802198,145.0,1.5934065934065933,0,45,79,1,2022,2,11,966.0,74.7,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,5.0,1.0,2.0,9.0,0.0,0.0,0.0,6.3835066348840055,250.0,1025.0,1121.0,1985.0,1204.0,1893.0,3
Torre de Moncorvo,339.0,1046.1044,11.495652747252748,7.86043956043956,101.3,1.1131868131868132,0,36,83,0,2022,2,11,960.2,12.7,2.0,0.0,2.0,4.0,0.0,13.0,2.0,0.0,9.0,8.0,6.0,4.0,14.0,3.0,4.0,1.0,5.82600010738045,192.0,575.0,750.0,1403.0,1059.0,2764.0,3
Vila Nova de Foz Côa,346.0,1030.5299138888888,11.324504548229548,9.105494505494503,102.3,1.1241758241758242,0,35,81,1,2022,2,11,1033.4,15.9,3.0,0.0,3.0,3.0,0.0,5.0,3.0,0.0,9.0,7.0,4.0,9.0,9.0,6.0,4.0,1.0,5.846438775057725,172.0,596.0,802.0,1454.0,993.0,2301.0,3
Vila Real,1167.0,1062.6155555555556,11.677094017094015,8.617582417582419,110.8,1.2175824175824177,0,25,81,5,2022,2,11,1219.8,131.1,4.0,6.0,21.0,33.0,17.0,91.0,25.0,11.0,66.0,103.0,47.0,51.0,302.0,35.0,19.0,4.0,7.062191632286556,1746.0,6651.0,7360.0,14178.0,7627.0,12100.0,5
Alfândega da Fé,490.0,1046.2841972222222,11.49762854090354,9.154945054945054,100.1,1.1,0,39,83,0,2022,2,11,968.4,13.2,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,6.194405391104672,129.0,384.0,557.0,857.0,718.0,1600.0,3
Bragança,811.0,1033.2268388888888,11.354141086691085,11.662637362637362,109.3,1.201098901098901,0,41,80,0,2022,2,11,1144.2,29.9,4.0,0.0,8.0,18.0,11.0,42.0,14.0,1.0,53.0,64.0,36.0,27.0,155.0,21.0,12.0,7.0,6.698268054115413,1268.0,4027.0,5701.0,9057.0,4975.0,10008.0,2
Mirandela,780.0,1065.267936111111,11.706241056166055,7.9714285714285715,105.5,1.1593406593406594,0,38,82,1,2022,2,11,1062.4,32.4,0.0,0.0,2.0,3.0,3.0,12.0,2.0,0.0,4.0,12.0,5.0,4.0,24.0,2.0,0.0,1.0,6.659293919683638,613.0,2393.0,2965.0,5167.0,3178.0,7005.0,3
Mogadouro,400.0,1041.473238888889,11.444760866910867,10.503296703296703,114.4,1.2571428571428571,0,40,79,0,2022,2,11,980.7,10.9,1.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,2.0,6.0,4.0,4.0,16.0,1.0,1.0,0.0,5.991464547107982,196.0,759.0,961.0,1784.0,1370.0,3190.0,3
Vila Flor,400.0,1051.6911138888888,11.557045207570209,8.596703296703296,119.1,1.3087912087912088,0,38,85,0,2022,2,11,1014.3,22.7,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,10.0,0.0,1.0,0.0,5.991464547107982,175.0,594.0,755.0,1442.0,895.0,2167.0,3
Vinhais,270.0,1029.7351583333334,11.315770970695972,10.658241758241758,119.1,1.3087912087912088,0,49,80,0,2022,2,11,924.7,10.8,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,4.0,2.0,2.0,2.0,11.0,0.0,1.0,0.0,5.598421958998375,164.0,543.0,682.0,1499.0,1235.0,3390.0,3
Albergaria-a-Velha,864.0,1001.4396138888887,11.00483092185592,10.68021978021978,296.3,3.256043956043956,0,44,79,3,2022,2,11,1256.1,159.5,1.0,0.0,2.0,4.0,1.0,32.0,3.0,3.0,6.0,22.0,6.0,15.0,75.0,15.0,6.0,2.0,6.761572768804055,976.0,3492.0,4067.0,7254.0,3669.0,5866.0,0
Aveiro,1452.0,1056.350025,11.608242032967032,14.84065934065934,204.8,2.2505494505494505,2,47,81,7,2022,2,11,1406.6,424.1,1.0,1.0,5.0,8.0,3.0,38.0,4.0,10.0,14.0,41.0,12.0,22.0,120.0,14.0,7.0,8.0,7.280697195384741,3473.0,11409.0,14504.0,24735.0,11453.0,18227.0,0
Estarreja,785.0,1037.4279833333333,11.400307509157509,12.197802197802195,253.3,2.783516483516484,0,45,82,6,2022,2,11,1383.1,246.4,0.0,0.0,1.0,2.0,1.0,5.0,2.0,0.0,5.0,5.0,3.0,4.0,27.0,5.0,1.0,0.0,6.665683717782408,1079.0,3607.0,4215.0,7163.0,4008.0,6584.0,3
Ílhavo,1368.0,1052.3974555555556,11.564807203907204,14.015384615384615,178.2,1.9582417582417584,1,44,81,6,2022,2,11,1313.0,557.1,1.0,1.0,4.0,4.0,2.0,21.0,4.0,6.0,13.0,27.0,9.0,10.0,75.0,4.0,6.0,8.0,7.221105098182496,1777.0,5784.0,6586.0,11921.0,5889.0,8981.0,0
Murtosa,1008.0,1057.4502944444444,11.620332905982904,15.589010989010989,225.2,2.474725274725275,3,47,81,6,2022,2,11,1039.7,146.7,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,11.0,0.0,0.0,0.0,6.915723448631314,435.0,1546.0,1713.0,2918.0,1466.0,2645.0,3
Oliveira do Bairro,861.0,1027.297875,11.288987637362638,11.493406593406595,215.1,2.363736263736264,0,45,81,3,2022,2,11,1211.4,277.7,0.0,0.0,0.0,1.0,2.0,9.0,2.0,0.0,4.0,5.0,3.0,3.0,39.0,3.0,0.0,0.0,6.7580945044277305,1046.0,3521.0,3958.0,7089.0,2949.0,5686.0,3
Ovar,1153.0,1026.3151805555556,11.278188797313796,9.307692307692308,164.6,1.8087912087912088,0,39,77,0,2022,2,11,1259.6,378.4,3.0,0.0,4.0,4.0,4.0,32.0,6.0,5.0,11.0,30.0,9.0,23.0,92.0,15.0,12.0,0.0,7.050122520269059,2228.0,7493.0,9187.0,16119.0,8343.0,12517.0,0
Sever do Vouga,659.0,1003.4696027777778,11.027138492063491,10.653846153846152,307.5,3.379120879120879,0,48,81,2,2022,2,11,1215.4,84.0,0.0,1.0,1.0,1.0,0.0,9.0,1.0,0.0,1.0,6.0,1.0,4.0,21.0,1.0,4.0,0.0,6.490723534502507,341.0,1289.0,1463.0,2849.0,1650.0,3323.0,3
Vagos,1137.0,1052.2632333333331,11.563332234432234,12.948351648351649,211.6,2.325274725274725,1,47,80,3,2022,2,11,1173.5,143.9,0.0,0.0,1.0,3.0,1.0,12.0,0.0,1.0,0.0,5.0,2.0,4.0,33.0,0.0,0.0,0.0,7.036148493750536,1041.0,3275.0,3830.0,6529.0,3284.0,5769.0,3
Cantanhede,811.0,1044.4867555555556,11.477876434676435,12.685714285714289,165.3,1.8164835164835167,0,47,82,1,2022,2,11,1175.2,88.1,0.0,0.0,1.0,3.0,3.0,25.0,2.0,1.0,5.0,18.0,7.0,7.0,67.0,0.0,1.0,0.0,6.698268054115413,1255.0,4207.0,4666.0,8943.0,4842.0,10533.0,3
Coimbra,1497.0,1026.2140194444444,11.277077136752135,12.26043956043956,146.9,1.6142857142857143,0,46,82,4,2022,2,11,1331.2,447.1,3.0,4.0,13.0,5.0,13.0,58.0,13.0,16.0,22.0,50.0,12.0,30.0,133.0,17.0,10.0,18.0,7.311218384419629,5417.0,17836.0,23037.0,38880.0,20686.0,36957.0,2
Condeixa-a-Nova,1062.0,1016.1215944444444,11.166171367521368,11.343956043956045,154.5,1.6978021978021978,0,49,83,2,2022,2,11,1152.1,124.1,0.0,0.0,1.0,1.0,3.0,10.0,1.0,0.0,4.0,7.0,1.0,6.0,24.0,2.0,1.0,1.0,6.967909201801884,652.0,2565.0,2426.0,5218.0,2375.0,3968.0,3
Lousã,797.0,993.8664055555556,10.921608852258853,10.165934065934064,193.3,2.124175824175824,0,55,76,2,2022,2,11,1093.4,124.4,0.0,0.0,1.0,2.0,1.0,6.0,1.0,1.0,4.0,6.0,1.0,2.0,9.0,0.0,2.0,0.0,6.680854678790215,616.0,2503.0,2543.0,5109.0,2441.0,4004.0,3
Mira,1250.0,1061.1698666666666,11.661207326007323,11.308791208791208,118.9,1.3065934065934064,0,33,81,0,2022,2,11,1076.4,99.1,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,2.0,2.0,15.0,0.0,0.0,0.0,7.1308988302963465,458.0,1515.0,1664.0,3158.0,1709.0,3787.0,3
Mortágua,560.0,999.5367916666668,10.983920787545788,10.728571428571428,198.4,2.1802197802197805,0,43,81,1,2022,2,11,1233.7,35.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,3.0,0.0,0.0,6.327936783729195,278.0,914.0,1131.0,2125.0,1277.0,3220.0,3
Penela,680.0,1017.4192555555557,11.18043137973138,12.376923076923076,163.7,1.7989010989010987,0,51,82,1,2022,2,11,1096.7,41.1,0.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,6.0,0.0,1.0,2.0,13.0,0.0,0.0,0.0,6.522092798170152,164.0,663.0,752.0,1415.0,825.0,1716.0,3
Tábua,579.0,979.8971083333332,10.768100091575093,10.345054945054946,168.0,1.8461538461538465,0,47,77,0,2022,2,11,1078.0,57.1,0.0,0.0,3.0,3.0,1.0,12.0,4.0,1.0,2.0,5.0,3.0,5.0,16.0,5.0,0.0,0.0,6.361302477572996,394.0,1407.0,1661.0,2843.0,1661.0,3444.0,3
Vila Nova de Poiares,630.0,996.4927361111112,10.950469627594629,9.907692307692308,162.4,1.7846153846153847,0,53,79,2,2022,2,11,1098.4,83.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,6.4457198193855785,217.0,909.0,1073.0,1985.0,1037.0,1834.0,3
Alvaiázere,392.0,1010.8902472222222,11.108684035409036,15.021978021978022,125.6,1.3802197802197802,1,42,80,0,2022,2,11,1052.2,39.2,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,3.0,9.0,0.0,0.0,0.0,5.971261839790462,158.0,642.0,790.0,1347.0,1016.0,2337.0,3
Ansião,504.0,1018.6307805555556,11.193744841269842,14.115384615384617,142.3,1.563736263736264,0,47,81,1,2022,2,11,1088.6,66.5,1.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,3.0,3.0,1.0,3.0,17.0,0.0,0.0,0.0,6.222576268071369,360.0,1340.0,1559.0,2857.0,1795.0,3794.0,3
Batalha,917.0,1051.7460305555555,11.557648687423686,13.264835164835164,136.8,1.5032967032967035,1,51,82,5,2022,2,11,1214.5,156.0,2.0,1.0,1.0,5.0,2.0,10.0,4.0,2.0,9.0,8.0,3.0,5.0,32.0,1.0,2.0,0.0,6.821107472256465,672.0,2400.0,2580.0,4499.0,2243.0,3739.0,3
Figueiró dos Vinhos,503.0,993.1660638888887,10.913912789987789,14.252747252747254,168.1,1.8472527472527471,0,46,78,0,2022,2,11,1004.9,30.1,0.0,0.0,1.0,2.0,2.0,7.0,1.0,0.0,2.0,7.0,2.0,2.0,9.0,1.0,1.0,0.0,6.220590170099739,140.0,529.0,631.0,1188.0,875.0,1850.0,3
Marinha Grande,916.0,1054.4098111111111,11.586921001221002,13.39010989010989,121.3,1.332967032967033,1,53,84,4,2022,2,11,1452.7,214.4,2.0,0.0,1.0,2.0,0.0,21.0,2.0,3.0,5.0,12.0,5.0,2.0,43.0,3.0,3.0,2.0,6.82001636467413,1596.0,5667.0,6342.0,11569.0,5487.0,9479.0,0
Pedrógão Grande,431.0,1010.3844361111112,11.103125671550671,12.665934065934064,171.7,1.8868131868131868,0,39,79,1,2022,2,11,985.7,27.4,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,7.0,1.0,1.0,0.0,6.066108090103747,82.0,355.0,464.0,809.0,573.0,1242.0,3
Pombal,804.0,1000.8195861111112,10.99801742979243,13.37912087912088,166.1,1.8252747252747248,0,49,80,3,2022,2,11,1148.9,82.0,1.0,0.0,1.0,7.0,1.0,33.0,1.0,4.0,6.0,21.0,6.0,6.0,91.0,11.0,1.0,0.0,6.689599269178967,1835.0,6549.0,7348.0,13067.0,7457.0,15097.0,0
Carregal do Sal,522.0,1011.5320944444444,11.1157373015873,10.453846153846154,221.8,2.4373626373626376,0,47,80,1,2022,2,11,1152.4,77.7,0.0,0.0,1.0,4.0,0.0,8.0,1.0,1.0,3.0,5.0,1.0,1.0,10.0,5.0,1.0,0.0,6.257667587882639,309.0,1137.0,1220.0,2165.0,1315.0,2932.0,3
Castro Daire,514.0,1018.1911972222222,11.188914255189257,9.665934065934064,197.3,2.1681318681318684,0,49,80,0,2022,2,11,980.5,35.9,0.0,0.0,1.0,4.0,0.0,7.0,0.0,1.0,4.0,8.0,2.0,1.0,28.0,1.0,1.0,0.0,6.2422232654551655,352.0,1569.0,1785.0,3245.0,2158.0,4513.0,3
Mangualde,537.0,990.5073083333332,10.884695695970697,11.554945054945057,129.0,1.4175824175824177,0,47,80,0,2022,2,11,1264.3,83.6,0.0,0.0,1.0,2.0,0.0,9.0,1.0,3.0,0.0,2.0,3.0,1.0,21.0,5.0,1.0,0.0,6.285998094508865,613.0,2312.0,2577.0,4630.0,2694.0,5504.0,3
Nelas,482.0,1017.7303055555556,11.183849511599512,11.521978021978022,149.3,1.6406593406593408,0,48,82,0,2022,2,11,1217.2,104.6,0.0,0.0,1.0,2.0,0.0,15.0,1.0,0.0,2.0,2.0,4.0,3.0,17.0,5.0,1.0,0.0,6.1779441140506,410.0,1741.0,1748.0,3327.0,1828.0,4101.0,3
Oliveira de Frades,580.0,998.6002361111111,10.97362896825397,8.146153846153846,177.8,1.953846153846154,0,44,78,1,2022,2,11,1261.6,66.2,0.0,0.0,1.0,3.0,1.0,14.0,2.0,0.0,4.0,8.0,2.0,3.0,19.0,1.0,1.0,0.0,6.363028103540465,380.0,1282.0,1554.0,2619.0,1359.0,2429.0,3
Penalva do Castelo,554.0,1009.1912666666668,11.09001391941392,11.62967032967033,129.8,1.4263736263736264,0,47,82,0,2022,2,11,1007.9,54.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,6.317164686747284,183.0,877.0,885.0,1743.0,1014.0,2578.0,3
Santa Comba Dão,500.0,999.5367916666668,10.983920787545788,10.728571428571428,198.4,2.1802197802197805,0,43,81,0,2022,2,11,1053.4,96.5,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,5.0,3.0,0.0,0.0,6.214608098422191,363.0,1312.0,1432.0,2644.0,1515.0,3538.0,3
São Pedro do Sul,797.0,625.5403583333333,6.874069871794871,10.562637362637362,493.7,5.4252747252747255,0,46,48,8,2022,2,11,949.5,43.2,1.0,0.0,4.0,7.0,1.0,12.0,6.0,1.0,4.0,16.0,3.0,5.0,38.0,4.0,2.0,1.0,6.680854678790215,411.0,1755.0,2067.0,3533.0,2259.0,5041.0,3
Sátão,482.0,1011.6324305555556,11.116839896214897,11.326373626373629,208.9,2.2956043956043954,0,47,80,0,2022,2,11,940.2,54.6,0.0,0.0,1.0,2.0,1.0,8.0,1.0,0.0,2.0,3.0,4.0,2.0,12.0,0.0,2.0,0.0,6.1779441140506,345.0,1332.0,1584.0,2707.0,1610.0,3458.0,3
Tondela,684.0,1004.4899083333332,11.03835064102564,10.083516483516483,177.2,1.9472527472527472,0,45,81,0,2022,2,11,1221.7,69.1,0.0,0.0,1.0,4.0,2.0,24.0,1.0,4.0,6.0,10.0,4.0,5.0,29.0,1.0,3.0,0.0,6.52795791762255,772.0,2925.0,3573.0,6215.0,3851.0,8316.0,3
Vila Nova de Paiva,900.2341137123746,1017.1338194444444,11.17729471916972,11.687912087912087,203.8,2.239560439560439,0,49,80,0,2022,2,11,953.2,26.7,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,9.0,0.0,4.0,0.0,6.802654855844401,120.0,539.0,685.0,1084.0,716.0,1546.0,3
Viseu,1084.0,1018.1825944444444,11.18881971916972,10.5989010989011,173.1,1.902197802197802,0,45,79,0,2022,2,11,1172.1,197.9,2.0,2.0,3.0,8.0,6.0,55.0,6.0,12.0,12.0,32.0,6.0,8.0,114.0,7.0,5.0,10.0,6.988413181999592,3981.0,14210.0,15521.0,28834.0,13484.0,24336.0,0
Vouzela,422.0,1008.2635388888888,11.079819108669108,8.602197802197802,277.2,3.046153846153846,0,52,77,1,2022,2,11,1027.3,49.8,0.0,0.0,1.0,3.0,3.0,12.0,3.0,0.0,3.0,6.0,3.0,4.0,14.0,2.0,3.0,0.0,6.045005314036012,318.0,1080.0,1410.0,2393.0,1413.0,3038.0,3
Oleiros,378.0,929.5403055555556,10.214728632478634,11.7010989010989,314.6,3.4571428571428573,0,63,73,0,2022,2,11,1069.0,10.4,0.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,6.0,0.0,2.0,0.0,5.934894195619588,100.0,317.0,494.0,950.0,772.0,2244.0,3
Penamacor,259.0,1044.974463888889,11.483235866910867,12.42087912087912,105.8,1.1626373626373625,0,36,80,1,2022,2,11,973.5,8.4,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,5.556828061699537,101.0,346.0,525.0,939.0,742.0,2095.0,3
