municipality,year,< 5,5 - 19,20 - 34,35 - 54,55 - 64,> 65
Chamusca,2020,278.0,1014.0,1051.0,2183.0,1366.0,2675.0
Chamusca,2021,271.0,999.0,1072.0,2179.0,1338.0,2683.0
Chamusca,2022,274.0,997.0,1099.0,2188.0,1311.0,2691.0
Chamusca,2023,277.0,991.0,1112.0,2196.0,1268.0,2687.0
Chaves,2019,1197.0,4458.0,4596.0,9593.0,6164.0,11770.0
Chaves,2020,1218.0,4342.0,4654.0,9419.0,6138.0,11969.0
Chaves,2021,1124.0,4285.0,4583.0,9174.0,6022.0,12238.0
Chaves,2022,1053.0,4245.0,4664.0,9016.0,5892.0,12456.0
Chaves,2023,1018.0,4158.0,4847.0,8958.0,5818.0,12620.0
Cinfães,2019,643.0,2538.0,2595.0,5073.0,2709.0,4419.0
Cinfães,2020,655.0,2439.0,2576.0,4952.0,2726.0,4490.0
Cinfães,2021,627.0,2374.0,2585.0,4793.0,2775.0,4546.0
Cinfães,2022,607.0,2258.0,2628.0,4669.0,2788.0,4610.0
Cinfães,2023,553.0,2191.0,2677.0,4556.0,2776.0,4679.0
Coimbra,2019,5614.0,18426.0,23596.0,40194.0,20305.0,34746.0
Coimbra,2020,5493.0,18019.0,22691.0,39549.0,20418.0,35394.0
Coimbra,2021,5428.0,17822.0,22792.0,39105.0,20512.0,36230.0
Coimbra,2022,5417.0,17836.0,23037.0,38880.0,20686.0,36957.0
Coimbra,2023,5457.0,17991.0,23580.0,39141.0,20787.0,37866.0
Condeixa-a-Nova,2019,716.0,2558.0,2240.0,5350.0,2115.0,3796.0
Condeixa-a-Nova,2020,699.0,2490.0,2319.0,5283.0,2204.0,3821.0
Condeixa-a-Nova,2021,674.0,2521.0,2352.0,5254.0,2291.0,3902.0
Condeixa-a-Nova,2022,652.0,2565.0,2426.0,5218.0,2375.0,3968.0
Condeixa-a-Nova,2023,669.0,2579.0,2568.0,5217.0,2496.0,4026.0
Constância,2019,146.0,597.0,471.0,1097.0,561.0,944.0
Constância,2020,148.0,573.0,471.0,1081.0,563.0,953.0
Constância,2021,141.0,565.0,500.0,1097.0,557.0,962.0
Constância,2022,145.0,562.0,536.0,1113.0,553.0,968.0
Constância,2023,141.0,566.0,575.0,1132.0,561.0,983.0
Coruche,2019,600.0,2136.0,1956.0,4408.0,2696.0,5815.0
Coruche,2020,596.0,2103.0,2006.0,4300.0,2697.0,5800.0
Coruche,2021,601.0,2091.0,2077.0,4223.0,2705.0,5755.0
Coruche,2022,584.0,2081.0,2151.0,4154.0,2652.0,5751.0
Coruche,2023,585.0,2083.0,2215.0,4102.0,2647.0,5733.0
Corvo,2019,10.0,49.0,56.0,136.0,53.0,76.0
Corvo,2020,10.0,47.0,60.0,141.0,56.0,75.0
Corvo,2021,15.0,51.0,67.0,147.0,58.0,75.0
Corvo,2022,18.0,55.0,71.0,154.0,57.0,79.0
Corvo,2023,14.0,57.0,72.0,153.0,58.0,81.0
Covilhã,2019,1523.0,5764.0,6568.0,12430.0,7283.0,13547.0
Covilhã,2020,1521.0,5595.0,6415.0,12226.0,7200.0,13753.0
Covilhã,2021,1482.0,5449.0,6444.0,11969.0,7045.0,13996.0
Covilhã,2022,1452.0,5344.0,6465.0,11752.0,6936.0,14132.0
Covilhã,2023,1481.0,5324.0,6618.0,11754.0,6908.0,14290.0
Crato,2019,94.0,305.0,299.0,773.0,486.0,1316.0
Crato,2020,100.0,311.0,307.0,754.0,488.0,1300.0
Crato,2021,92.0,316.0,340.0,761.0,486.0,1249.0
Crato,2022,95.0,305.0,392.0,753.0,480.0,1237.0
Crato,2023,92.0,320.0,419.0,763.0,486.0,1195.0
Cuba,2019,169.0,613.0,602.0,1191.0,621.0,1208.0
Cuba,2020,186.0,608.0,619.0,1167.0,641.0,1180.0
Cuba,2021,187.0,599.0,666.0,1181.0,650.0,1127.0
Cuba,2022,181.0,622.0,676.0,1190.0,662.0,1117.0
Cuba,2023,188.0,627.0,691.0,1214.0,659.0,1092.0
Câmara de Lobos,2019,1572.0,5773.0,5955.0,9974.0,4303.0,4532.0
Câmara de Lobos,2020,1633.0,5562.0,6052.0,9840.0,4434.0,4789.0
Câmara de Lobos,2021,1545.0,5431.0,6127.0,9741.0,4556.0,4949.0
Câmara de Lobos,2022,1520.0,5288.0,6201.0,9634.0,4688.0,5091.0
Câmara de Lobos,2023,1474.0,5227.0,6338.0,9636.0,4843.0,5268.0
Elvas,2019,942.0,3211.0,3081.0,5578.0,3096.0,5080.0
Elvas,2020,911.0,3172.0,3076.0,5527.0,3108.0,5071.0
Elvas,2021,909.0,3115.0,3031.0,5431.0,3131.0,5016.0
Elvas,2022,872.0,3084.0,3033.0,5333.0,3116.0,5014.0
Elvas,2023,799.0,3089.0,3107.0,5222.0,3091.0,5104.0
Entroncamento,2019,938.0,3288.0,2955.0,5928.0,2776.0,4100.0
Entroncamento,2020,936.0,3231.0,3068.0,5889.0,2925.0,4190.0
Entroncamento,2021,921.0,3288.0,3291.0,6029.0,2996.0,4362.0
Entroncamento,2022,912.0,3323.0,3436.0,6108.0,3086.0,4481.0
Entroncamento,2023,940.0,3387.0,3659.0,6231.0,3157.0,4611.0
Espinho,2019,1068.0,3944.0,4409.0,8368.0,4980.0,8497.0
Espinho,2020,1040.0,3880.0,4409.0,8223.0,4948.0,8675.0
Espinho,2021,1044.0,3820.0,4579.0,8102.0,4962.0,8933.0
Espinho,2022,1098.0,3828.0,4763.0,8080.0,4977.0,9138.0
Espinho,2023,1107.0,3840.0,4995.0,8118.0,4986.0,9347.0
Esposende,2019,1532.0,5419.0,5713.0,10675.0,4756.0,6760.0
Esposende,2020,1533.0,5311.0,5853.0,10681.0,4929.0,6990.0
Esposende,2021,1516.0,5269.0,5980.0,10639.0,5064.0,7272.0
Esposende,2022,1567.0,5291.0,6151.0,10707.0,5207.0,7539.0
Esposende,2023,1565.0,5329.0,6318.0,10859.0,5287.0,7771.0
Estarreja,2019,1066.0,3666.0,4127.0,7276.0,3818.0,6322.0
Estarreja,2020,1098.0,3637.0,4147.0,7222.0,3867.0,6410.0
Estarreja,2021,1094.0,3610.0,4198.0,7174.0,3953.0,6505.0
Estarreja,2022,1079.0,3607.0,4215.0,7163.0,4008.0,6584.0
Estarreja,2023,1091.0,3624.0,4392.0,7212.0,4066.0,6712.0
Estremoz,2019,490.0,1561.0,1688.0,3439.0,1863.0,3774.0
Estremoz,2020,497.0,1560.0,1708.0,3411.0,1887.0,3696.0
Estremoz,2021,506.0,1549.0,1746.0,3352.0,1938.0,3640.0
Estremoz,2022,496.0,1552.0,1728.0,3273.0,1980.0,3598.0
Estremoz,2023,482.0,1546.0,1747.0,3211.0,2000.0,3564.0
Fafe,2019,1812.0,6781.0,7738.0,14344.0,7244.0,10659.0
Fafe,2020,1843.0,6588.0,7843.0,14128.0,7264.0,11008.0
Fafe,2021,1759.0,6382.0,7761.0,13801.0,7306.0,11357.0
Fafe,2022,1738.0,6219.0,7760.0,13661.0,7305.0,11667.0
Fafe,2023,1746.0,6138.0,7799.0,13501.0,7319.0,12011.0
Faro,2019,3272.0,9778.0,11642.0,20225.0,8802.0,14314.0
Faro,2020,3286.0,9644.0,11244.0,20118.0,8952.0,14744.0
Faro,2021,3211.0,9641.0,11084.0,19952.0,8972.0,14999.0
Faro,2022,3235.0,9874.0,11266.0,20097.0,9122.0,15330.0
Faro,2023,3190.0,9946.0,11339.0,20201.0,9098.0,15694.0
Felgueiras,2019,2384.0,8382.0,10625.0,16979.0,8286.0,9553.0
Felgueiras,2020,2383.0,8077.0,10576.0,16674.0,8431.0,9903.0
Felgueiras,2021,2238.0,7864.0,10432.0,16264.0,8594.0,10262.0
Felgueiras,2022,2159.0,7621.0,10315.0,16023.0,8632.0,10666.0
Felgueiras,2023,2097.0,7460.0,10243.0,15793.0,8737.0,11099.0
Ferreira do Alentejo,2019,298.0,971.0,1148.0,1954.0,1103.0,2174.0
Ferreira do Alentejo,2020,316.0,962.0,1179.0,1963.0,1077.0,2244.0
Ferreira do Alentejo,2021,318.0,983.0,1223.0,1965.0,1094.0,2253.0
Ferreira do Alentejo,2022,298.0,984.0,1281.0,1990.0,1090.0,2221.0
Ferreira do Alentejo,2023,301.0,1009.0,1281.0,2050.0,1068.0,2203.0
Ferreira do Zêzere,2019,257.0,965.0,1000.0,1912.0,1166.0,2510.0
Ferreira do Zêzere,2020,268.0,927.0,1050.0,1859.0,1196.0,2532.0
Ferreira do Zêzere,2021,270.0,941.0,1069.0,1864.0,1197.0,2532.0
Ferreira do Zêzere,2022,252.0,961.0,1095.0,1908.0,1149.0,2532.0
Ferreira do Zêzere,2023,259.0,983.0,1164.0,1937.0,1144.0,2531.0
Figueira da Foz,2019,2111.0,7622.0,7631.0,16249.0,9153.0,16195.0
Figueira da Foz,2020,2085.0,7568.0,7788.0,16120.0,9116.0,16659.0
Figueira da Foz,2021,2011.0,7525.0,7894.0,15917.0,9121.0,16936.0
Figueira da Foz,2022,2018.0,7501.0,8154.0,15880.0,9082.0,17185.0
Figueira da Foz,2023,2006.0,7560.0,8586.0,15917.0,9088.0,17513.0
Figueira de Castelo Rodrigo,2019,145.0,604.0,580.0,1169.0,818.0,1957.0
Figueira de Castelo Rodrigo,2020,144.0,584.0,565.0,1122.0,823.0,1954.0
Figueira de Castelo Rodrigo,2021,153.0,569.0,566.0,1097.0,775.0,1930.0
Figueira de Castelo Rodrigo,2022,153.0,567.0,591.0,1089.0,744.0,1921.0
Figueira de Castelo Rodrigo,2023,158.0,551.0,610.0,1105.0,711.0,1909.0
Figueiró dos Vinhos,2019,158.0,568.0,600.0,1256.0,919.0,1851.0
Figueiró dos Vinhos,2020,158.0,550.0,596.0,1229.0,922.0,1853.0
Figueiró dos Vinhos,2021,145.0,533.0,627.0,1198.0,893.0,1869.0
Figueiró dos Vinhos,2022,140.0,529.0,631.0,1188.0,875.0,1850.0
Figueiró dos Vinhos,2023,134.0,542.0,656.0,1213.0,843.0,1882.0
Fornos de Algodres,2019,135.0,463.0,516.0,1018.0,721.0,1606.0
Fornos de Algodres,2020,141.0,456.0,520.0,997.0,718.0,1630.0
Fornos de Algodres,2021,132.0,462.0,537.0,987.0,701.0,1600.0
Fornos de Algodres,2022,123.0,468.0,539.0,974.0,701.0,1568.0
Fornos de Algodres,2023,122.0,466.0,556.0,986.0,699.0,1554.0
Freixo de Espada à Cinta,2019,102.0,380.0,376.0,779.0,446.0,1272.0
Freixo de Espada à Cinta,2020,106.0,369.0,382.0,753.0,451.0,1231.0
Freixo de Espada à Cinta,2021,101.0,360.0,389.0,714.0,451.0,1210.0
Freixo de Espada à Cinta,2022,103.0,347.0,401.0,713.0,426.0,1181.0
Freixo de Espada à Cinta,2023,104.0,344.0,408.0,721.0,387.0,1175.0
Fronteira,2019,88.0,387.0,328.0,721.0,458.0,981.0
Fronteira,2020,83.0,372.0,338.0,716.0,458.0,976.0
Fronteira,2021,84.0,366.0,369.0,723.0,444.0,967.0
Fronteira,2022,91.0,359.0,372.0,723.0,443.0,953.0
Fronteira,2023,80.0,361.0,414.0,748.0,436.0,935.0
Funchal,2019,3961.0,15050.0,15930.0,32225.0,16857.0,21948.0
Funchal,2020,3947.0,14747.0,15967.0,31708.0,17205.0,22728.0
Funchal,2021,3907.0,14434.0,16125.0,31198.0,17417.0,23320.0
Funchal,2022,3830.0,14289.0,16485.0,30878.0,17581.0,23939.0
Funchal,2023,3700.0,14102.0,16908.0,30567.0,17672.0,24613.0
Fundão,2019,837.0,3115.0,3371.0,6574.0,4219.0,8481.0
Fundão,2020,864.0,3084.0,3414.0,6549.0,4165.0,8578.0
Fundão,2021,861.0,3032.0,3445.0,6487.0,4135.0,8690.0
Fundão,2022,836.0,3037.0,3499.0,6462.0,4060.0,8736.0
Fundão,2023,852.0,3065.0,3680.0,6560.0,3950.0,8874.0
Gavião,2019,79.0,289.0,289.0,755.0,543.0,1467.0
Gavião,2020,83.0,279.0,306.0,731.0,558.0,1445.0
Gavião,2021,76.0,291.0,323.0,726.0,546.0,1419.0
Gavião,2022,67.0,301.0,343.0,715.0,539.0,1396.0
Gavião,2023,69.0,294.0,377.0,707.0,507.0,1370.0
Golegã,2019,208.0,694.0,721.0,1437.0,748.0,1584.0
Golegã,2020,210.0,679.0,746.0,1424.0,723.0,1593.0
Golegã,2021,213.0,667.0,793.0,1451.0,722.0,1556.0
Golegã,2022,199.0,689.0,811.0,1437.0,741.0,1540.0
Golegã,2023,198.0,692.0,834.0,1446.0,751.0,1521.0
Gondomar,2019,6603.0,23675.0,26898.0,49387.0,24308.0,33903.0
Gondomar,2020,6602.0,23124.0,27181.0,48630.0,24652.0,34750.0
Gondomar,2021,6574.0,22771.0,27422.0,47916.0,25119.0,35873.0
Gondomar,2022,6538.0,22615.0,27867.0,47651.0,25403.0,37177.0
Gondomar,2023,6525.0,22479.0,28185.0,47286.0,25634.0,38473.0
Gouveia,2019,313.0,1334.0,1291.0,2731.0,2044.0,4627.0
Gouveia,2020,316.0,1293.0,1359.0,2678.0,1995.0,4667.0
Gouveia,2021,305.0,1255.0,1392.0,2628.0,1955.0,4702.0
Gouveia,2022,306.0,1244.0,1399.0,2565.0,1897.0,4704.0
Gouveia,2023,316.0,1253.0,1503.0,2586.0,1852.0,4712.0
Grândola,2019,514.0,1882.0,1918.0,3818.0,1933.0,3842.0
Grândola,2020,504.0,1902.0,1898.0,3833.0,1939.0,3842.0
Grândola,2021,506.0,1903.0,1943.0,3876.0,1935.0,3827.0
Grândola,2022,532.0,1870.0,1964.0,3919.0,1881.0,3837.0
Grândola,2023,563.0,1867.0,2042.0,3985.0,1826.0,3882.0
Guarda,2019,1394.0,5365.0,5959.0,11516.0,6239.0,9952.0
Guarda,2020,1429.0,5202.0,5978.0,11334.0,6298.0,10058.0
Guarda,2021,1411.0,5070.0,6000.0,11157.0,6318.0,10181.0
Guarda,2022,1390.0,4945.0,5981.0,10941.0,6285.0,10351.0
Guarda,2023,1364.0,4872.0,6112.0,10781.0,6334.0,10548.0
Guimarães,2019,6574.0,22286.0,27226.0,48069.0,23293.0,29605.0
Guimarães,2020,6672.0,21680.0,27233.0,47367.0,23566.0,30808.0
Guimarães,2021,6395.0,21127.0,26826.0,46231.0,23797.0,32112.0
Guimarães,2022,6266.0,20838.0,26480.0,45538.0,24168.0,33204.0
Guimarães,2023,6123.0,20629.0,26364.0,44916.0,24356.0,34401.0
Góis,2019,111.0,376.0,407.0,904.0,610.0,1430.0
Góis,2020,98.0,363.0,409.0,875.0,618.0,1443.0
Góis,2021,90.0,363.0,431.0,866.0,599.0,1432.0
Góis,2022,78.0,372.0,441.0,886.0,556.0,1440.0
Góis,2023,82.0,370.0,469.0,915.0,542.0,1422.0
Horta,2019,600.0,2161.0,2290.0,4547.0,1957.0,2788.0
Horta,2020,604.0,2111.0,2337.0,4494.0,2011.0,2867.0
Horta,2021,598.0,2077.0,2344.0,4471.0,2010.0,2929.0
Horta,2022,588.0,2082.0,2330.0,4440.0,2012.0,2984.0
Horta,2023,569.0,2077.0,2330.0,4422.0,2031.0,3037.0
Idanha-a-Nova,2019,223.0,809.0,831.0,1750.0,1244.0,3664.0
Idanha-a-Nova,2020,230.0,797.0,838.0,1726.0,1235.0,3604.0
Idanha-a-Nova,2021,235.0,801.0,892.0,1708.0,1217.0,3551.0
Idanha-a-Nova,2022,233.0,822.0,928.0,1743.0,1167.0,3513.0
Idanha-a-Nova,2023,248.0,839.0,999.0,1787.0,1144.0,3475.0
Lagoa,2019,1050.0,3543.0,3472.0,6707.0,3447.0,5210.0
Lagoa,2020,1036.0,3517.0,3570.0,6697.0,3528.0,5480.0
Lagoa,2021,1066.0,3524.0,3616.0,6661.0,3547.0,5658.0
Lagoa,2022,1085.0,3588.0,3755.0,6709.0,3572.0,5797.0
Lagoa,2023,1089.0,3627.0,3877.0,6788.0,3586.0,5951.0
Lagoa [R.A.A.],2019,701.0,2738.0,2757.0,4523.0,1645.0,1746.0
Lagoa [R.A.A.],2020,739.0,2683.0,2844.0,4490.0,1706.0,1801.0
Lagoa [R.A.A.],2021,737.0,2662.0,2905.0,4527.0,1766.0,1862.0
Lagoa [R.A.A.],2022,753.0,2630.0,2948.0,4630.0,1835.0,1929.0
Lagoa [R.A.A.],2023,728.0,2619.0,2978.0,4690.0,1903.0,2002.0
Lagos,2019,1378.0,4735.0,4796.0,9245.0,5120.0,7748.0
Lagos,2020,1372.0,4695.0,4963.0,9221.0,5202.0,8225.0
Lagos,2021,1343.0,4665.0,4914.0,9056.0,5171.0,8434.0
Lagos,2022,1362.0,4780.0,5091.0,9123.0,5097.0,8693.0
Lagos,2023,1344.0,4756.0,5270.0,9203.0,5056.0,8923.0
Lajes das Flores,2019,54.0,181.0,232.0,436.0,212.0,303.0
Lajes das Flores,2020,60.0,168.0,231.0,434.0,219.0,301.0
Lajes das Flores,2021,52.0,171.0,238.0,429.0,227.0,299.0
Lajes das Flores,2022,56.0,175.0,240.0,430.0,225.0,313.0
Lajes das Flores,2023,58.0,177.0,238.0,436.0,222.0,315.0
Lajes do Pico,2019,156.0,617.0,596.0,1286.0,648.0,1057.0
Lajes do Pico,2020,168.0,592.0,634.0,1259.0,654.0,1064.0
Lajes do Pico,2021,177.0,587.0,651.0,1241.0,665.0,1082.0
Lajes do Pico,2022,170.0,582.0,663.0,1220.0,666.0,1084.0
Lajes do Pico,2023,169.0,580.0,676.0,1232.0,668.0,1078.0
Lamego,2019,781.0,3219.0,3292.0,6979.0,4163.0,6132.0
Lamego,2020,771.0,3104.0,3326.0,6750.0,4181.0,6307.0
Lamego,2021,719.0,3005.0,3384.0,6510.0,4208.0,6405.0
Lamego,2022,694.0,2925.0,3453.0,6366.0,4205.0,6520.0
Lamego,2023,672.0,2838.0,3546.0,6199.0,4218.0,6656.0
Leiria,2019,5593.0,18828.0,21150.0,37645.0,17362.0,27500.0
Leiria,2020,5635.0,18498.0,21506.0,37368.0,17687.0,28386.0
Leiria,2021,5514.0,18442.0,21618.0,37150.0,18086.0,29281.0
Leiria,2022,5534.0,18564.0,21818.0,37156.0,18279.0,30081.0
Leiria,2023,5593.0,18633.0,22552.0,37413.0,18604.0,31000.0
Lisboa,2019,25377.0,76298.0,112612.0,154966.0,64565.0,127760.0
Lisboa,2020,24858.0,74221.0,105541.0,151593.0,64705.0,127959.0
Lisboa,2021,25127.0,73515.0,102240.0,150742.0,65257.0,128262.0
Lisboa,2022,26257.0,74892.0,105537.0,154569.0,66779.0,129485.0
Lisboa,2023,27171.0,76224.0,105776.0,158890.0,68068.0,131002.0
Loulé,2019,3240.0,10383.0,11161.0,20943.0,10116.0,16218.0
Loulé,2020,3211.0,10391.0,11133.0,21020.0,10191.0,16785.0
Loulé,2021,3243.0,10330.0,10880.0,20703.0,10169.0,17019.0
Loulé,2022,3256.0,10682.0,11112.0,20890.0,10283.0,17367.0
Loulé,2023,3389.0,10729.0,11288.0,20984.0,10309.0,17711.0
Loures,2019,10246.0,31379.0,35190.0,57508.0,24674.0,43358.0
Loures,2020,10241.0,31014.0,34908.0,57481.0,24754.0,44221.0
Loures,2021,10217.0,30909.0,34514.0,57095.0,24970.0,44996.0
Loures,2022,10440.0,31031.0,34571.0,57267.0,25175.0,45935.0
Loures,2023,10732.0,31371.0,34795.0,57763.0,25509.0,46895.0
Lourinhã,2019,1119.0,3810.0,3640.0,7324.0,3507.0,6439.0
Lourinhã,2020,1127.0,3819.0,3773.0,7422.0,3598.0,6649.0
Lourinhã,2021,1148.0,3879.0,3989.0,7527.0,3622.0,6821.0
Lourinhã,2022,1162.0,4012.0,4187.0,7677.0,3698.0,6931.0
Lourinhã,2023,1168.0,4078.0,4477.0,7852.0,3735.0,7073.0
Lousada,2019,2117.0,7746.0,9065.0,14820.0,6551.0,6899.0
Lousada,2020,2185.0,7508.0,9196.0,14719.0,6742.0,7177.0
Lousada,2021,2125.0,7319.0,9177.0,14542.0,6950.0,7516.0
Lousada,2022,2090.0,7187.0,9256.0,14461.0,7115.0,7822.0
Lousada,2023,2028.0,7184.0,9310.0,14420.0,7211.0,8156.0
Lousã,2019,685.0,2600.0,2376.0,5268.0,2249.0,3769.0
Lousã,2020,687.0,2545.0,2465.0,5207.0,2324.0,3830.0
Lousã,2021,640.0,2545.0,2515.0,5134.0,2384.0,3942.0
Lousã,2022,616.0,2503.0,2543.0,5109.0,2441.0,4004.0
Lousã,2023,597.0,2499.0,2648.0,5104.0,2448.0,4123.0
Macedo de Cavaleiros,2019,422.0,1580.0,1772.0,3393.0,2391.0,4826.0
Macedo de Cavaleiros,2020,405.0,1536.0,1794.0,3327.0,2341.0,4885.0
Macedo de Cavaleiros,2021,390.0,1497.0,1785.0,3261.0,2276.0,4958.0
Macedo de Cavaleiros,2022,381.0,1496.0,1804.0,3228.0,2259.0,4992.0
Macedo de Cavaleiros,2023,379.0,1473.0,1899.0,3212.0,2236.0,5037.0
Machico,2019,679.0,2846.0,3035.0,6094.0,3144.0,3839.0
Machico,2020,691.0,2770.0,3031.0,5958.0,3257.0,3988.0
Machico,2021,674.0,2646.0,3067.0,5793.0,3324.0,4113.0
Machico,2022,634.0,2593.0,3102.0,5651.0,3368.0,4202.0
Machico,2023,606.0,2519.0,3182.0,5546.0,3386.0,4356.0
Madalena,2019,312.0,920.0,1085.0,1862.0,869.0,1236.0
Madalena,2020,307.0,937.0,1100.0,1888.0,880.0,1245.0
Madalena,2021,307.0,933.0,1128.0,1900.0,890.0,1283.0
Madalena,2022,284.0,947.0,1124.0,1963.0,883.0,1284.0
Madalena,2023,277.0,951.0,1144.0,1977.0,888.0,1296.0
Mafra,2019,4370.0,15351.0,12619.0,28156.0,9674.0,14649.0
Mafra,2020,4328.0,15585.0,13070.0,28687.0,10180.0,15348.0
Mafra,2021,4176.0,15575.0,13279.0,28564.0,10563.0,15764.0
Mafra,2022,4147.0,15698.0,13733.0,28624.0,11005.0,16142.0
Mafra,2023,3964.0,15673.0,14016.0,28640.0,11306.0,16529.0
Maia,2019,5817.0,21279.0,21663.0,43466.0,18127.0,24915.0
Maia,2020,5790.0,20750.0,21747.0,42806.0,18551.0,25795.0
Maia,2021,5716.0,20736.0,22290.0,42772.0,19099.0,26982.0
Maia,2022,5714.0,20767.0,23077.0,42994.0,19764.0,28016.0
Maia,2023,5570.0,20860.0,23705.0,43073.0,20384.0,29002.0
Mangualde,2019,645.0,2451.0,2464.0,4741.0,2756.0,5295.0
Mangualde,2020,629.0,2417.0,2513.0,4727.0,2752.0,5388.0
Mangualde,2021,602.0,2377.0,2517.0,4674.0,2743.0,5452.0
Mangualde,2022,613.0,2312.0,2577.0,4630.0,2694.0,5504.0
Mangualde,2023,607.0,2316.0,2711.0,4655.0,2698.0,5605.0
Manteigas,2019,68.0,289.0,353.0,659.0,544.0,1101.0
Manteigas,2020,73.0,285.0,357.0,647.0,519.0,1097.0
Manteigas,2021,80.0,276.0,366.0,635.0,475.0,1119.0
Manteigas,2022,85.0,267.0,375.0,635.0,450.0,1120.0
Manteigas,2023,101.0,260.0,395.0,628.0,446.0,1108.0
Marco de Canaveses,2019,1848.0,8105.0,8633.0,15260.0,7103.0,8605.0
Marco de Canaveses,2020,1898.0,7792.0,8851.0,15000.0,7291.0,8893.0
Marco de Canaveses,2021,1825.0,7521.0,8861.0,14656.0,7484.0,9202.0
Marco de Canaveses,2022,1753.0,7291.0,8917.0,14370.0,7664.0,9465.0
Marco de Canaveses,2023,1738.0,7068.0,9024.0,14162.0,7788.0,9796.0
Marinha Grande,2019,1625.0,5688.0,5889.0,11566.0,5275.0,8789.0
Marinha Grande,2020,1687.0,5609.0,6029.0,11533.0,5358.0,9000.0
Marinha Grande,2021,1626.0,5620.0,6158.0,11541.0,5412.0,9291.0
Marinha Grande,2022,1596.0,5667.0,6342.0,11569.0,5487.0,9479.0
Marinha Grande,2023,1614.0,5722.0,6692.0,11636.0,5631.0,9716.0
Marvão,2019,85.0,316.0,324.0,745.0,498.0,1093.0
Marvão,2020,101.0,312.0,337.0,729.0,490.0,1080.0
Marvão,2021,103.0,320.0,353.0,758.0,494.0,1041.0
Marvão,2022,89.0,330.0,370.0,741.0,488.0,1019.0
Marvão,2023,87.0,324.0,383.0,732.0,474.0,1024.0
Matosinhos,2019,7202.0,24085.0,27906.0,51224.0,25767.0,38118.0
Matosinhos,2020,7187.0,23395.0,27439.0,50275.0,25856.0,39089.0
Matosinhos,2021,6945.0,23409.0,27702.0,50101.0,25933.0,40554.0
Matosinhos,2022,6892.0,23548.0,28286.0,50328.0,26070.0,42019.0
Matosinhos,2023,6798.0,23857.0,28757.0,50538.0,26269.0,43339.0
Mação,2019,147.0,554.0,649.0,1310.0,984.0,2755.0
Mação,2020,154.0,550.0,680.0,1291.0,1006.0,2730.0
Mação,2021,152.0,562.0,743.0,1282.0,1019.0,2690.0
Mação,2022,140.0,546.0,774.0,1285.0,1002.0,2641.0
Mação,2023,155.0,572.0,804.0,1264.0,999.0,2609.0
Mealhada,2019,717.0,2620.0,2588.0,5643.0,2863.0,4958.0
Mealhada,2020,697.0,2522.0,2755.0,5528.0,2892.0,5035.0
Mealhada,2021,680.0,2520.0,2817.0,5512.0,2894.0,5121.0
Mealhada,2022,677.0,2467.0,2902.0,5488.0,2883.0,5206.0
Mealhada,2023,655.0,2466.0,3009.0,5445.0,2900.0,5312.0
Melgaço,2019,169.0,719.0,754.0,1690.0,1320.0,3332.0
Melgaço,2020,158.0,696.0,741.0,1613.0,1280.0,3329.0
Melgaço,2021,154.0,670.0,746.0,1568.0,1231.0,3324.0
Melgaço,2022,151.0,651.0,776.0,1543.0,1200.0,3294.0
Melgaço,2023,147.0,654.0,827.0,1541.0,1132.0,3298.0
Mesão Frio,2019,83.0,481.0,458.0,975.0,628.0,955.0
Mesão Frio,2020,96.0,441.0,488.0,945.0,611.0,973.0
Mesão Frio,2021,94.0,423.0,507.0,916.0,592.0,1005.0
Mesão Frio,2022,100.0,396.0,529.0,884.0,594.0,1011.0
Mesão Frio,2023,99.0,377.0,560.0,856.0,586.0,1007.0
Mira,2019,427.0,1521.0,1562.0,3151.0,1736.0,3680.0
Mira,2020,448.0,1498.0,1639.0,3135.0,1733.0,3733.0
Mira,2021,453.0,1508.0,1647.0,3136.0,1717.0,3783.0
Mira,2022,458.0,1515.0,1664.0,3158.0,1709.0,3787.0
Mira,2023,450.0,1565.0,1741.0,3216.0,1722.0,3829.0
Miranda do Corvo,2019,386.0,1592.0,1601.0,3426.0,1889.0,3206.0
Miranda do Corvo,2020,391.0,1533.0,1641.0,3325.0,1929.0,3259.0
Miranda do Corvo,2021,374.0,1504.0,1699.0,3261.0,1960.0,3272.0
Miranda do Corvo,2022,369.0,1447.0,1756.0,3212.0,1955.0,3292.0
Miranda do Corvo,2023,356.0,1442.0,1833.0,3193.0,2004.0,3289.0
Miranda do Douro,2019,185.0,643.0,663.0,1553.0,1022.0,2499.0
Miranda do Douro,2020,181.0,614.0,685.0,1507.0,998.0,2526.0
Miranda do Douro,2021,163.0,612.0,687.0,1474.0,959.0,2502.0
Miranda do Douro,2022,144.0,616.0,706.0,1435.0,929.0,2523.0
Miranda do Douro,2023,136.0,614.0,729.0,1387.0,904.0,2528.0
Mirandela,2019,699.0,2568.0,2841.0,5447.0,3340.0,6759.0
Mirandela,2020,677.0,2500.0,2859.0,5326.0,3311.0,6824.0
Mirandela,2021,643.0,2435.0,2897.0,5219.0,3231.0,6909.0
Mirandela,2022,613.0,2393.0,2965.0,5167.0,3178.0,7005.0
Mirandela,2023,629.0,2357.0,3021.0,5181.0,3107.0,7095.0
Mogadouro,2019,210.0,778.0,958.0,1933.0,1457.0,3147.0
Mogadouro,2020,218.0,776.0,961.0,1893.0,1426.0,3137.0
Mogadouro,2021,204.0,763.0,954.0,1831.0,1399.0,3143.0
